Geneid	species	chr	gstart	gend	gstrand	Length	mhf1	mhf2	mhm1	mhm2	mlf1	mlf2	mlm1	mlm2
Map1lc3a	mmu	chr2	155118284	155119993	+	1045	315.5260303664807	248.82002983807908	237.2123281767886	34.71176820915889	22.869960362815466	21.856569456948034	22.155766235550892	26.93019159942356
Map1lc3b	mmu	chr8	122317177	122325499	+	2560	136.24043370709643	146.27066188350463	121.57406624815948	91.62497192265292	74.00484609711056	75.78699626156198	85.71208835651076	82.11501045070135
Map1s	mmu	chr8	71358618	71370173	+	3769	12.79721060743693	13.213172563699786	9.849038278331907	8.281487846855168	6.450501640794106	6.267305458739315	3.8273951404479645	6.811383355357715
Map2	mmu	chr1	66214337	66481742	+	22051	5.318321291402361	2.9876918854225627	5.408177268905467	1.673917756279236	1.231459404151602	1.3166608106595201	1.3476743452281565	1.576709110036508
Map2k1	mmu	chr9	64093051	64160887	-	3042	31.70218082296876	33.453733083252644	34.20782044884921	37.707199983553316	46.91273920577532	35.23384329324876	52.77492735913461	44.40012853862807
Map2k2	mmu	chr10	80941749	80960531	+	2537	71.34029419795198	57.27110783183251	65.60162996103217	117.7028485467926	102.79753978465516	90.48093090852223	80.15967005417075	101.85540850835842
Map2k3	mmu	chr11	60822880	60843637	+	2177	50.10855841743162	47.50850899495878	51.48760635681546	53.56536820093555	79.10660648573862	89.1642700978627	78.54246083989696	78.01556676460642
Map2k3os	mmu	chr11	60811767	60822693	-	1267	4.7366299001552274	3.0297720528228806	3.385606908176593	1.673917756279236	1.9351504922382319	1.632659405217805	1.6711161880829142	1.5136407456350478
Map2k4	mmu	chr11	65579070	65679185	-	4237	40.469101076764844	45.57282129454416	49.509004916972	49.600826146589995	40.110392020937894	43.87113821117521	51.26553209247908	39.54386447971562
Map2k5	mmu	chr9	63071050	63288964	-	18344	18.5310257497301	15.695902440318534	15.213246626351964	19.558407468104757	17.88548182220184	20.855907240846797	22.80264992126041	20.623355159277526
Map2k6	mmu	chr11	110289928	110416348	+	13337	8.019031322192623	8.710594651865781	6.947089499894828	1.8501196253612608	10.086238929241693	9.269292107043022	12.883766740381176	9.144912838211747
Map2k7	mmu	chr8	4288740	4297897	+	3731	47.15855207610687	62.4469684220716	59.40201211618932	50.129431753836066	63.273557003789456	64.72704545202201	62.74771751382297	76.56499438337283
Map3k1	mmu	chr13	111882962	111954803	-	7261	35.35852671080789	25.795142616394802	28.184078287548004	15.153360741054136	21.814423730685522	25.911884753779354	24.6354870307707	20.181876608467306
Map3k10	mmu	chr7	27355800	27374059	-	5549	14.750031706623735	14.770138757511543	15.477060151664427	15.946269151923248	12.197312193501583	11.217950106819112	10.40404594516137	12.361399422686224
Map3k11	mmu	chr19	5738439	5752885	+	5048	37.228249039816525	25.795142616394802	28.667736417287518	40.262127085242675	37.00242304855528	35.128510428396	33.31450981404003	36.768856446051366
Map3k12	mmu	chr15	102406082	102425439	-	9221	9.764105495934022	8.416033480063557	7.606623313175982	3.0835327089354347	2.404277884295985	1.9486579997760898	1.5633022404646617	2.4596662116569528
Map3k13	mmu	chr16	21643923	21752189	+	29918	3.2824014220373945	3.4926538942263763	2.3743217278121564	28.01609718404195	43.10107914530607	44.87180042727645	45.28185799966606	43.517171437007626
Map3k14	mmu	chr11	103110590	103158227	-	4173	5.193673136135118	5.260020925039724	6.331524607499084	2.55492710168936	2.814764352346519	2.8439873510245635	3.234418428547576	2.5227345760584132
Map3k15	mmu	chrX	158771200	158906342	+	4572	1.4542284781178332	2.356489374417796	1.8466946771872328	2.290624298066323	0.8796138601082872	1.105995080953997	0.9164185547551464	0.567615279613143
Map3k2	mmu	chr18	32296142	32369804	+	11237	20.52539623400599	22.21832838736779	18.95060490161184	22.90624298066323	31.60745803989112	29.229869996641348	37.465346797342754	31.1557720143214
Map3k20	mmu	chr2	72115970	72272954	+	10425	153.483428519065	203.33136887833555	200.5862170792418	14.712856068349074	14.542949153790348	21.119239402978703	19.72995241414021	13.938108532722731
Map3k21	mmu	chr8	126637189	126674178	+	5693	0.830987701781619	2.7352108810206563	3.4295758290620038	8.193386912314155	10.731289093321104	12.639943782331393	11.482185421343894	8.388092465394223
Map3k3	mmu	chr11	105975358	106047476	+	15794	52.89236721840005	57.06070699483092	49.157253549888715	27.751794380418914	27.737157055414656	32.231856644945054	24.6354870307707	32.16486584474477
Map3k4	mmu	chr17	12446508	12537683	-	6420	36.8543045740148	33.748294255054866	44.89226822400392	16.122471021005275	19.586068618411193	20.22391005173023	25.551905585525848	20.749491888080446
Map3k5	mmu	chr10	19809847	20018496	+	7243	36.8543045740148	31.602205717638657	49.81678736316987	49.953229884754045	29.261821079602353	26.491215510469544	39.19036995923479	30.209746548299496
Map3k6	mmu	chr4	132965290	132980240	+	7173	11.052136433695532	16.285024783922985	6.111680003072032	5.902762614247832	0.9382547841155063	0.8426629188220929	0.9164185547551464	0.9460254660219048
Map3k7	mmu	chr4	31963659	32023470	+	6293	61.867034397641525	61.18456340006206	64.28256233446986	40.966934561570774	46.50225273772478	37.44583345515675	53.906973809126264	47.048999843489405
Map3k7cl	mmu	chr16	87350218	87392224	+	2216	1.9943704842758854	0.8416033480063557	2.198446044270515	0	0	0.052666432426380805	0.05390697380912626	0.2522734576058413
Map3k8	mmu	chr18	4331325	4352978	-	2743	4.985926210689714	4.544658079234321	3.7373582752598757	5.021753268837708	2.5802006563176425	5.055977512932557	2.8031626380745656	3.468760042080318
Map3k9	mmu	chr12	81761724	81828010	-	12911	1.0387346272270237	1.5148860264114403	0.8354094968227957	1.4977158871972112	1.4660231001804787	1.2639943782331393	1.2937673714190303	1.1982989236277461
Map4	mmu	chr9	109758909	109913018	+	14429	263.04915699897145	301.6727200928782	357.77510924458363	48.455513997556835	38.46844614873576	63.30505177650973	52.45148551627985	37.33647172566451
Map4k1	mmu	chr7	28681475	28702704	+	3503	1.2880309377615093	2.0619282026155714	1.8466946771872328	1.057211214492149	1.4073821761732594	1.2639943782331393	1.0781394761825251	1.4505723812335876
Map4k2	mmu	chr19	6391023	6405649	+	4940	97.017814183004	56.47158465122647	53.73002132197139	32.24494204201055	30.3173577117323	34.65451253655857	25.336277690289343	34.372258598795874
Map4k3	mmu	chr17	80887942	81035454	-	7943	38.100786126687225	33.41165291585232	35.08719886655742	31.27583176205941	35.184554404331486	41.29048302228255	44.904509183002176	34.87680551400756
Map4k4	mmu	chr1	39939806	40065466	+	6334	120.3685686030675	106.08410201620114	118.71608639060781	24.668261671483478	9.851675233212816	19.065248538349852	12.829859766572051	9.964801575430732
Map4k5	mmu	chr12	69850531	69939937	-	4454	30.497248655385413	29.750678352024675	30.778244619787213	14.008048592020975	33.36668576010769	12.42927805262587	41.83181167588198	28.128490523051305
Map6	mmu	chr7	98916270	98986344	+	9481	4.944376825600632	4.881299418436863	6.8151827372385965	0.08810093454101242	0	0	0	0
Map7	mmu	chr10	20024666	20157336	+	7719	17.409192352324915	16.621666123125525	17.235816987080838	56.47269904078896	33.953095000179886	43.50247318419054	43.07167207349188	36.83192481045283
Map7d1	mmu	chr4	126125960	126150112	-	3387	229.68500077243945	220.7104780146668	242.70844328746486	37.44289717993028	38.82029169277907	29.44053572634687	42.85604417825538	40.300684852533145
Map7d2	mmu	chrX	158197488	158281954	+	4418	0.830987701781619	0.6312025110047668	1.1871608639060782	0	0	0	0.05390697380912626	0
Map7d3	mmu	chrX	55840193	55867866	-	4023	0.830987701781619	1.6411265286123937	0.39572028796869274	0.17620186908202484	0	0.15799929727914241	0	0.12613672880292065
Map9	mmu	chr3	82265379	82302575	+	6514	1.9943704842758854	3.156012555023834	1.5389122309893606	1.1453121490331615	0.8796138601082872	1.369327243085901	1.1320464499916516	0.6937520084160635
Mapk1	mmu	chr16	16801246	16865317	+	5700	85.67483205368491	106.37866318800337	103.2390262389434	79.73134575961625	80.51398866191188	82.10696815272767	106.52018024683349	79.08772895943125
Mapk10	mmu	chr5	103056413	103359200	-	8908	15.913414489118002	18.59943399094046	11.959546480831602	1.1453121490331615	1.3487412521660405	0.7373300539693313	1.6711161880829142	1.0090938304233652
Mapk11	mmu	chr15	89026685	89033809	-	2444	5.152123751046037	3.366413392025423	3.6933893543744656	2.0263214944432857	1.3487412521660405	2.106657297055232	1.2937673714190303	1.2613672880292066
Mapk12	mmu	chr15	89014787	89025270	-	2323	33.03176114581935	28.572433664815776	22.380180730673843	6.871872894198969	5.277683160649723	6.267305458739315	2.9648835595019443	5.676152796131429
Mapk14	mmu	chr17	28910243	28967379	+	3861	71.9635349742882	71.57836474794055	80.77090766649873	71.09745417459702	78.28563354963757	71.09968377561408	103.33966879209504	76.24965256136554
Mapk15	mmu	chr15	75865581	75871002	+	2687	0.5401420061580523	0.12624050220095337	0.0439689208854103	22.64194017704019	6.333219792779667	17.906587024969475	7.870418176132435	5.486947702927048
Mapk1ip1	mmu	chr7	138437547	138447996	-	1524	36.438810723123986	31.51804538283802	23.655279436350742	42.99325605601406	20.993450794584454	24.64789037554622	14.339255033227586	20.434150066073144
Mapk1ip1l	mmu	chr14	47535731	47560663	+	8644	26.134563221031915	24.658978096586225	23.611310515465334	53.12486352823049	71.13144082075682	61.51439307401278	79.94404215893425	68.30303864678153
Mapk3	mmu	chr7	126358798	126364988	+	1772	60.537454074790936	52.76852991999851	49.157253549888715	43.60996259780115	30.90376695180449	49.61177934565072	39.6216257497078	36.64271971724845
Mapk4	mmu	chr18	74061557	74198643	-	6931	2.6176112606120996	6.564506114449575	7.122965183436469	1.8501196253612608	0.058640924007219146	0.6846636215429505	0.2695348690456313	0.44147855081022225
Mapk6	mmu	chr9	75294064	75317298	-	4376	25.345124904339375	20.829682863157306	27.304699869839798	31.62823550022346	33.190762988086036	33.17985242861991	43.233392994919264	33.61543822597835
Mapk7	mmu	chr11	61379638	61385101	-	3434	10.511994427537479	7.532349964656884	9.013628781509112	5.286056072460745	4.10486468050534	3.3179852428619907	2.3719068476015557	3.342623313277397
Mapk8	mmu	chr14	33099855	33169115	-	5928	23.600050730597978	22.807450730972242	27.7443890786939	25.10876634418854	24.74646993104648	22.33056734878546	26.522231114090122	21.44324389649651
Mapk8ip1	mmu	chr2	92214021	92231608	-	3461	7.3542411607673275	6.143704440446397	6.287555686613673	1.673917756279236	1.1728184801443828	1.632659405217805	1.0781394761825251	1.4505723812335876
Mapk8ip3	mmu	chr17	25116480	25155951	-	5603	107.61290738071965	98.29927104714235	96.55575026436102	74.88579435986055	63.508120699818335	55.1417547504207	42.04743957111849	68.74451719759175
Mapk9	mmu	chr11	49737558	49777248	+	5015	43.21136049264418	47.718909831960374	46.25530477145164	54.27017567726365	60.10694710739963	62.304389560408495	78.16511202323308	55.18481885127778
Mapkap1	mmu	chr2	34296783	34514970	+	4004	32.90711299055211	36.104783629472664	41.33078563228568	34.71176820915889	37.70611413664191	35.07584399596961	45.71311379013907	37.14726663246013
Mapkapk2	mmu	chr1	130981437	131025580	-	2871	202.3870547689133	244.52785276324667	255.5473681860047	50.56993642654113	55.41567318682209	64.88504474930116	68.51576371139949	63.76211640987639
Mapkapk3	mmu	chr9	107132125	107167076	-	3554	23.392303805152572	27.057547638404337	22.600025335100895	11.365020555790602	3.518455440433149	6.899302647855885	7.8165112023233085	4.603990601306604
Mapkapk5	mmu	chr5	121663114	121683955	-	2208	45.82897175325628	38.58751350609141	44.452579015149816	36.56188783452016	33.132122064078814	32.547855239503335	31.104323887865853	31.660318929533084
Mapkbp1	mmu	chr2	119802868	119857884	+	7267	16.869050346166865	18.85191499534237	14.59768173395622	8.898194388642255	14.777512849819225	12.692610214757774	12.668138845144671	14.505723812335875
Mapre1	mmu	chr2	153583131	153615237	+	10389	68.39028785662724	60.89000222825984	66.9646665084799	30.482923351190298	33.60124945613657	31.5471930234021	37.141904954488	33.237028039569594
Mapre2	mmu	chr18	23885390	24026918	+	4453	64.1107011924519	74.22941529416057	80.59503198295708	19.734609337186782	10.027598005234474	23.225896700033935	15.794743326073995	9.081844473810287
Mapre3	mmu	chr5	30971920	31023447	+	2736	27.131748463169856	33.327492581051686	30.2945864900477	66.6924074475464	37.23698674458416	39.97382221162303	36.71064916401499	40.994436860949214
Mapt	mmu	chr11	104120235	104222916	+	8419	64.98323827932259	51.632365400189926	85.69542680566468	8.810093454101242	7.154192728880735	6.688636918150362	4.90553461663049	6.432973168948953
Marchf1	mmu	chr8	66070550	66925761	+	13895	3.323950807126476	2.524810044019067	2.2863838860413357	3.0835327089354347	2.2283551122743277	2.949320215877325	2.5336277690289344	1.8920509320438097
Marchf2	mmu	chr17	33904666	33937651	-	3966	83.88820849485442	73.05117060695169	88.02577961259142	51.010441099246194	56.76441443898813	53.61442821005566	55.84762486625481	57.518348334131815
Marchf3	mmu	chr18	56894788	57058587	-	2683	3.697895272928204	6.227864775247032	6.375493528384494	2.0263214944432857	2.05243234025267	2.159323729481613	2.264092899983303	2.2073927540511113
Marchf5	mmu	chr19	37184939	37201856	+	5291	62.15788009326509	57.10278716223124	62.172054131970164	142.6354130218991	94.6464513476517	90.5335973409486	98.27241325403718	91.32299165331455
Marchf6	mmu	chr15	31456045	31531670	-	6738	81.02130092370784	124.47313517014001	128.56512466893972	115.14792144510324	108.07522294530489	107.33418928496408	169.7530605249386	103.93666453360662
Marchf7	mmu	chr2	60040086	60079555	+	6499	39.01487259864701	44.60497744433685	37.021831385515476	38.676310263504455	41.28321050108228	54.77308972343604	44.79669523538392	38.408633920489336
Marchf8	mmu	chr6	116312546	116386501	+	15609	36.521909493302154	47.59266932975942	47.88215484421182	63.78507660769299	86.3780810626338	90.90226236793328	129.26892319428478	91.70140183972332
Marchf9	mmu	chr10	126891919	126896053	-	1998	2.7422594158793423	2.4827298766187496	3.033855541093311	0.4405046727050621	0.410486468050534	0.36866502698466563	0.3234418428547576	0.567615279613143
Marcks	mmu	chr10	37009239	37014922	-	4186	86.67201729582285	44.057935268132724	53.20239427134646	33.03785045287966	19.586068618411193	25.64855259164745	18.274464121293803	17.974483854416192
Marcksl1	mmu	chr4	129407374	129409774	+	1601	9.22396348977597	5.302101092440041	3.077824461978721	13.4794429847749	8.854779525090091	8.58462848550007	8.032139097559813	8.325024100992763
Marcksl1-ps4	mmu	chr13	4298734	NA	+	1043	0.4154938508908095	0.589122343604449	0.48365812973951333	5.726560745165807	3.8116600604692445	14.114603890270056	5.660232249958257	4.540922236905144
Marco	mmu	chr1	120402267	120432753	-	1925	0.12464815526724284	0.16832066960127115	0	18.060691580907545	8.737497677075654	5.951306864181031	8.94855765231496	8.261955736591302
Marf1	mmu	chr16	13927030	13977138	-	7851	59.87266391336564	67.62282901231069	49.28916031254495	99.289753227721	103.67715364476345	131.24474960654098	109.37724985871719	95.29629861060656
Mark1	mmu	chr1	184628621	184731746	-	4974	7.603537471301813	10.141320343476586	9.629193673904856	1.673917756279236	0.9382547841155063	1.3166608106595201	2.102371978555924	1.576709110036508
Mark2	mmu	chr19	7252761	7319222	-	7371	35.1092304002734	40.81776237830825	41.242847790514865	29.337611202157134	23.808215146930973	20.381909349009373	24.20423124029769	25.54268758259143
Mark3	mmu	chr12	111540929	111622657	+	3608	41.175440623279215	35.978543127271706	43.57320059744161	39.645420543455586	43.687488385378266	31.863191617960386	51.04990419724257	43.26489797940178
Mark4	mmu	chr7	19159027	19193255	-	4291	22.85216179899452	22.723290396171606	23.039714543954997	15.681966348300211	14.953435621840882	16.37926048460443	15.41739450941011	18.352894040824953
Mars1	mmu	chr10	127132090	127147655	-	4681	34.859934089738914	45.53074112714385	38.03311656587991	95.41331210791645	78.34427447364477	48.769116426828624	95.0379948254896	80.47523297626337
Mars2	mmu	chr1	55276336	NA	+	2882	6.647901614252952	7.40610946245593	9.93697612010273	2.731128970771385	3.9875828324909017	1.7379922700705666	4.043023035684469	3.0272814912700956
Marveld1	mmu	chr19	42135828	42140142	+	3077	36.272613182767664	39.68159785849967	41.418723474056506	29.513813071239163	35.946886416425336	21.435237997536987	29.217579804546435	36.26430953083969
Marveld2	mmu	chr13	100732465	100753479	-	3382	0.9140864719597808	0.46288184140349564	0.9233473385936164	14.272351395644012	12.666439585559335	11.533948701377396	14.177534111800208	12.929014702299366
Marveld3	mmu	chr8	110674541	110688837	-	3205	0.08309877017816189	0.12624050220095337	0	2.8192299053123975	0.7623320120938489	1.2639943782331393	0.8625115809460202	1.0721621948248254
Mas1	mmu	chr17	13056981	13087030	-	7008	4.154938508908095	1.6832066960127114	1.7147879145310019	1.4096149526561987	0.5277683160649723	0.47399789183742724	0.1617209214273788	0.6306836440146033
Mascrna	mmu	chr19	5845952	NA	-	58	0.789438316692538	1.2624050220095335	1.3630365474477193	0.26430280362303726	0.35184554404331486	0.42133145941104644	0.10781394761825253	0.2522734576058413
Masp1	mmu	chr16	23261778	23340127	-	7381	6.772549769520194	5.7649829338435366	14.55371281307081	74.97389529440157	80.68991143393355	76.36632701825216	134.33617873234266	87.03434287401525
Masp2	mmu	chr4	148679079	148699654	+	3463	1.9112717140977236	0.9257636828069913	0.439689208854103	354.69436246211603	529.4689028611816	400.8442171971843	448.290394196694	534.7566617599821
Mast1	mmu	chr8	85638482	85672811	-	5375	0.20774692544540474	0.21040083700158893	0.2198446044270515	1.4977158871972112	0.7623320120938489	0.5793307566901889	0.6468836857095152	0.567615279613143
Mast2	mmu	chr4	116163957	116321378	-	8368	171.26656533719165	176.90502375093598	182.6908662788798	36.12138316181509	32.721635596028285	23.963226754003266	29.86446349025595	33.11089131076667
Mast3	mmu	chr8	71230761	71257692	-	7938	9.888753651201265	9.930919506474998	9.629193673904856	27.6636934458779	39.69990555288736	56.2477498313747	32.72153310213964	39.354659386511244
Mast4	mmu	chr13	102868996	103471607	-	14136	33.197958686175674	49.57043719757436	44.54051685692064	7.488579435986056	7.506038272924051	7.84729843153074	7.06181356899554	6.6221782621533345
Mastl	mmu	chr2	23006549	23045913	-	4823	0.6647901614252951	0.5470421762041312	0.39572028796869274	0.616706541787087	0.8796138601082872	0.7373300539693313	0.9703255285642727	0.7568203728175239
Mat1a	mmu	chr14	40826969	40846379	+	3507	5.69226575720409	1.388645524210487	0.0439689208854103	1943.242313171111	1850.355716123793	4030.45674072607	2933.887049561697	1910.6560995422406
Mat2a	mmu	chr6	72409779	72416539	-	3390	144.01016871875456	203.12096804133395	110.23008465972363	76.82401491976283	82.74234377418621	67.46569993819381	88.78478586363096	77.32181475619036
Mat2b	mmu	chr11	40570141	40586030	-	2258	61.57618870201796	69.17979520612245	65.60162996103217	38.059603721717366	32.54571282400663	33.81184961773648	39.72943969732606	33.300096403971054
Matk	mmu	chr10	81088769	81098815	+	3076	1.4542284781178332	0.8836835154066736	0.39572028796869274	0.7929084108691118	0.46912739205775317	0.42133145941104644	0.4312557904730101	0.44147855081022225
Matn2	mmu	chr15	34306827	34436388	+	3577	22.85216179899452	29.792758519424993	27.304699869839798	1.8501196253612608	1.8178686442237935	1.5799929727914241	3.6656742190205858	1.3244356524306669
Matn4	mmu	chr2	164231313	164247080	-	2571	0.3739444658017285	0.42080167400317786	0.5276270506249237	0	0	0.052666432426380805	0	0.06306836440146033
Matr3	mmu	chr18	35695211	35725098	+	4472	87.54455438269355	93.12341045690326	94.04952177389264	67.83771959657956	70.31046788465575	70.5203530189239	88.6769719160127	67.35701318075962
Mau2	mmu	chr8	70465896	70495384	-	8964	75.12128824105835	67.74906951451163	56.89578362572093	63.78507660769299	67.55434445631646	61.61972593886554	62.90943843525035	69.81667939241657
Mavs	mmu	chr2	131075445	131089945	+	3728	42.79586664175337	57.14486732963155	68.37167197681302	69.59973828739982	88.72371802292257	114.81282268951016	127.92124884905662	93.40424767856274
Max	mmu	chr12	76984043	77009087	-	2647	43.75150249880223	49.654597532374986	26.821041740100284	27.399390642254865	23.98413791895263	21.54057086238975	26.6839520355175	24.533593752168066
Maz	mmu	chr7	126621302	126626654	-	3376	53.05856475875637	35.43150095106758	41.418723474056506	78.85033641420611	66.20560320415042	70.99435091076133	57.57264802814685	67.98769682477423
Mb	mmu	chr15	76899687	76934868	-	1252	9137.99781202666	6650.391736113624	9296.041160356102	0.5286056072460745	0.7036910880866297	0.21066572970552322	0	0.06306836440146033
Mb21d2	mmu	chr16	28644928	28748464	-	3500	10.636642582804722	8.247712810462286	10.20078964541519	14.800957002890087	19.76199139043285	14.325269619975579	28.84023098788255	19.17278277804394
Mbd1	mmu	chr18	74400676	74415805	+	6776	46.90925576557239	47.92931066896196	32.36112577166198	37.266695310848256	82.21457545812125	39.18382572522732	88.73087888982182	77.38488312059182
Mbd2	mmu	chr18	70701298	70761769	+	5106	64.98323827932259	58.28103184944013	67.88801384707351	54.71068034996871	61.33840651155123	53.772427507334804	70.29469384710065	64.77121024029975
Mbd3	mmu	chr10	80228373	80235365	-	1643	60.70365161514726	47.38226849275783	53.3343010340027	58.41091960069124	46.560893661732	50.98110658873662	39.783346671135185	48.43650386032153
Mbd4	mmu	chr6	115817658	115830361	-	6256	3.07465449659199	2.9876918854225627	2.066539281614284	2.466826167148348	2.814764352346519	3.1073195131564675	2.3719068476015557	2.270461118452572
Mbd5	mmu	chr2	48839511	49209700	+	10831	7.271142390589166	11.908687374289935	11.300012667550448	3.7002392507225217	6.978269956859078	7.636632701825217	10.511859892779622	7.063656812963556
Mbd6	mmu	chr10	127117825	127126738	-	5184	40.05360722587403	32.23340822864343	24.754502458486	71.27365604367905	73.41843685703837	54.667756858583274	48.62409037583189	75.9973791037597
Mbip	mmu	chr12	56375091	56392680	-	1938	7.021846080054679	6.774906951451164	6.991058420780238	5.990863548788845	7.447397348916832	8.215963458515406	5.606325276149131	6.6221782621533345
Mbl1	mmu	chr14	40873413	40880916	+	5964	0.3739444658017285	0.04208016740031779	0	236.1986055044543	445.9642270749016	237.68360954025658	474.327462546502	459.2638295714341
Mbl2	mmu	chr19	30210306	30217086	+	1211	2.160568024632209	0.3787215066028601	0	858.01500149491994	493.9911438368141	669.2323568420209	467.1578350298882	513.2503494990841
Mblac1	mmu	chr5	138192576	NA	+	1308	0.6647901614252951	1.3465653568101692	1.0992230221352575	1.1453121490331615	0.6450501640794106	1.0006622161012353	0.808604607136894	1.3244356524306669
Mblac2	mmu	chr13	81859536	81901394	+	3881	3.4070495773046376	4.5867382466346385	6.947089499894828	7.752882239609093	9.61711153718394	25.964551186205735	10.457952918970495	9.271049567014668
Mbnl1	mmu	chr3	60380209	60537171	+	7584	125.52069235411354	126.19842203355304	149.62623777305126	114.53121490331614	118.92379388664042	112.54816609517577	120.05083067292419	111.63100499058477
Mbnl2	mmu	chr14	120513077	120669110	+	4778	117.37701287665367	165.08049671144667	170.7752887189336	61.406351375085656	41.16592865306784	73.73300539693312	47.276416030603734	36.075104437635304
Mbnl3	mmu	chrX	50202371	50294867	-	15261	1.6204260184741568	0.8836835154066736	1.0992230221352575	1.9382205599022733	1.7005867962093553	3.5813174049938947	1.0781394761825251	1.387504016832127
Mboat1	mmu	chr13	30320295	30430677	+	3149	1.6204260184741568	1.7252868634130294	1.8027257563018224	1.1453121490331615	0.5864092400721914	1.2113279458067585	0.37734881666388387	0.5045469152116826
Mboat2	mmu	chr12	24881401	25014399	+	16597	8.102130092370784	12.245328713492476	8.617908493540419	0	0.058640924007219146	0.052666432426380805	0.2695348690456313	0.06306836440146033
Mboat7	mmu	chr7	3680788	3696188	-	2766	15.41482186804903	19.98807951515095	19.654107635778406	30.92342802389536	33.83581315216545	34.443846806853045	37.896602587815764	33.17395967516813
Mbp	mmu	chr18	82492883	82603762	+	8472	3.3655001922155567	9.468037665071503	4.704674534738903	1.4977158871972112	0.7623320120938489	1.5273265403650433	0.7546976333277677	0.9460254660219048
Mbtd1	mmu	chr11	93776635	93837811	+	7365	16.952149116345026	13.50773373550201	12.487173531456525	26.430280362303726	29.965512167688985	26.80721410502783	26.953486904563132	27.939285429846922
Mbtps1	mmu	chr8	120234890	120285603	-	4771	55.967021714992036	64.84553796388971	58.654540461137344	65.45899436397222	75.35358734927661	54.72042329100966	91.31841363265988	72.9700976124896
Mbtps2	mmu	chrX	156330818	156381711	-	4799	9.888753651201265	11.95076754169025	9.629193673904856	9.691102799511366	10.144879853248913	9.11129280976388	11.53609239515302	9.460254660219048
Mcam	mmu	chr9	44045946	44054024	+	3421	62.15788009326509	50.70660171738293	74.21953845457259	5.197955137919733	4.749914844584751	3.791983134699418	5.282883433294374	4.793195694510985
Mcat	mmu	chr15	83430998	83439917	-	2015	23.226106264796247	21.629206043763343	24.402751091402717	19.910811206268807	19.23422307436788	23.383895997313076	22.748742947451284	20.244944972868765
Mcc	mmu	chr18	44558127	44945249	-	15416	18.94651960062091	17.337028968930927	17.939319721247404	27.135087838631826	40.169032944945116	61.77772523614468	36.602835216396734	39.228522657708325
Mccc1	mmu	chr3	36009584	36054843	-	5535	82.30933186146935	102.75976879157604	118.76005531149323	46.51729343765456	95.52606520775998	114.86548912193653	93.85204140168882	92.77356403454814
Mccc1os	mmu	chr3	36054062	36062977	+	4451	0.49859262106897134	1.009924017607627	1.3630365474477193	0.3524037381640497	0.35184554404331486	0.42133145941104644	0.21562789523650505	0.6937520084160635
Mccc2	mmu	chr13	100085040	100152147	-	2124	43.95924942424764	48.392192510365454	61.77633384400148	49.336523342966956	68.78580386046806	79.73697869354054	79.0276236041791	71.89793541766477
Mcee	mmu	chr7	64042370	64061869	+	847	56.964206957129974	41.65936572631461	46.21133585056623	48.01500932485177	59.46189694332021	56.5110819935066	46.03655563299383	60.860971647409215
Mcf2l	mmu	chr8	12923806	13070502	+	6987	54.96983647285409	47.298108157957195	34.471633974161676	1.1453121490331615	0.17592277202165743	0.8953293512484737	0.21562789523650505	0.2522734576058413
Mcfd2	mmu	chr17	87561871	87573375	-	2457	47.07545330592871	60.132559215054115	57.86309988519996	320.1587961220391	214.6844227904293	284.767400129441	226.30147605071204	208.63014944003075
Mcl1	mmu	chr3	95564017	95583553	+	8725	166.32218851159104	150.89948029753958	174.07295778533938	117.87905041587462	151.70407040667592	113.23282971671873	150.29264297984403	134.71402636151925
Mcm10	mmu	chr2	4995535	5017602	-	4121	0.6232407763362142	0.5470421762041312	0.3077824461978721	9.162497192265292	79.98622034584692	22.962564537902033	69.10874042329986	86.02524904359188
Mcm2	mmu	chr6	88860456	88875762	-	3371	5.27677190631328	6.354105277447986	6.551369211926135	3.7002392507225217	4.632632996570313	4.423980323815988	5.067255538057869	5.234674245321207
Mcm3	mmu	chr1	20873188	20890407	-	3035	6.855648539698356	6.26994494264735	6.375493528384494	3.347835512558472	6.978269956859078	6.267305458739315	6.253208961858647	6.685246626554794
Mcm3ap	mmu	chr10	76304736	76351693	+	6825	42.67121848648613	37.11470764708029	33.24050418937019	30.130519613026248	32.54571282400663	28.91387140208306	34.33874231641343	33.04782294636521
Mcm4	mmu	chr16	15441761	15455264	-	3589	6.315506533540304	9.341797162870549	7.29884086697811	3.7002392507225217	6.21593794476523	4.634646053521511	5.875860145194762	4.036375321693461
Mcm5	mmu	chr8	75836096	75854325	+	3501	4.40423481944258	3.8292952334289185	2.7260730948954386	0.9691102799511366	7.623320120938489	1.9486579997760898	7.3313484380411715	6.432973168948953
Mcm6	mmu	chr1	128259312	128287442	-	4431	12.215519216189797	9.930919506474998	8.969659860623702	3.4359364470994844	21.22801449061333	5.003311080506176	19.72995241414021	21.19097043889067
Mcm7	mmu	chr5	138162845	138170675	-	3470	8.517623943261594	6.648666449250211	5.496115110676288	17.620186908202484	18.41325013826681	8.953293512484738	16.33381306416526	20.308013337270225
Mcm8	mmu	chr2	132658061	132685626	+	3481	2.783808800968423	3.8292952334289185	3.1217933828641313	1.7620186908202484	1.8765095682310127	1.6853258376441858	2.857069611883692	2.081256025248191
