geneid	refseqacc	start	end	strand	chr	chrlen	fibroblastF	fibroblastM	heartF	heartM	liverF	liverM
GDI2	NC_041740.1	36834573	36860886	+	chr13	42294642	387.54295853701694	392.0641049373419	132.4041879921091	171.4589683994942	375.17722168414116	357.07206456585374
TASOR2	NC_041740.1	36861498	36970289	-	chr13	42294642	20.099114754929708	19.043977340826938	11.042124323748961	13.858740932758048	22.148334663737494	15.590364346157292
ASB13	NC_041740.1	36910551	36928032	+	chr13	42294642	6.570864439111636	2.8933026798988775	4.052155715137234	5.26861225542868	7.429952522979031	6.401840431996956
NET1	NC_041740.1	37047940	37059641	-	chr13	42294642	31.473888489862457	44.479130750684234	26.237708255513585	118.20017060005212	87.46115541335317	150.25496072745796
LOC100075816	NC_041740.1	37235579	37244875	-	chr13	42294642	1.2976076833539785	2.8501190578108346	99.27781502086222	361.3580796929888	2.1228435779940087	3.0126307915279793
PEX26	NC_041740.1	37250780	37258185	-	chr13	42294642	8.613906323541304	7.082114022439043	31.91072625670571	35.73493529769018	28.729149755518918	38.71230567113454
MICAL3	NC_041740.1	37296027	37414350	+	chr13	42294642	31.1701930746094	43.745009175187505	382.320891723198	131.71530638571699	40.334027981886166	52.269144233010444
BID	NC_041740.1	37421170	37437041	+	chr13	42294642	63.83125455137018	38.39024003627018	51.96889704663502	52.22798235816256	72.95505763039411	75.61703286735228
BCL2L13	NC_041740.1	37439982	37471502	-	chr13	42294642	69.82233683408961	58.772909661826446	389.71607590332343	443.9378500443818	183.97977675948076	216.8341012202263
GSTK1	NC_041740.1	37544130	37547561	+	chr13	42294642	9.718253288097882	17.57573418983348	272.7100796287358	274.76958262550875	211.4352203682033	163.20927313102828
CASP2	NC_041740.1	37573097	37590908	+	chr13	42294642	36.636710549164455	10.968640010362908	15.80340728903521	16.263976962410272	7.642236880778432	9.640418532889534
FAM131B	NC_041740.1	37612653	37624179	-	chr13	42294642	13.887163079298961	11.011823632450952	6.888664715733297	7.444778187018787	2.618173746192611	3.916420028986373
ZYX	NC_041740.1	37628065	37634099	+	chr13	42294642	284.59021276623	219.97737091649077	144.35804735176393	136.41124339599037	30.568947523113728	45.79198803122529
LOC100092807	NC_041740.1	37685823	37693026	-	chr13	42294642	5.356082778099401	3.238771656603221	0.8104311430274467	1.374420588372699	1.910559220194608	2.636051942586982
TCAF2	NC_041740.1	37702301	37717394	-	chr13	42294642	45.029747479794445	36.57652790857237	4.558675179529388	7.101173039925611	2.33512793579341	3.916420028986373
ARHGEF5	NC_041740.1	37818542	37835225	+	chr13	42294642	62.47842951978837	36.49016066439629	20.260778575686167	31.840743630634194	245.11767180570823	352.32717106919716
HNRNPC	NC_041740.1	37848050	37881780	-	chr13	42294642	156.0718347659583	143.02415635559822	66.15144204961534	105.25771005954253	83.07394535216555	90.83081836456857
SUPT16H	NC_041740.1	37885814	37914591	-	chr13	42294642	243.17720159535835	214.14758193460497	62.909717477505545	55.20589363297008	98.49994201892201	100.62186843703451
CHD8	NC_041740.1	37918413	37948389	-	chr13	42294642	85.61449842724866	110.55007254538994	121.46336756123857	87.96291765585273	89.01790737054877	145.5853830005896
LOC114816321	NC_041740.1	37921407	37921517	-	chr13	42294642	0.6073908305061176	0.820488819672816	1.6208622860548934	2.176165931590107	3.113503914391213	2.4101046332223834
RAB2B	NC_041740.1	37980335	37995291	-	chr13	42294642	83.59906521693291	82.82618716486637	61.79537465584281	78.91464878239914	17.548840244750473	20.18462630323746
TOX4	NC_041740.1	37995456	38006373	+	chr13	42294642	24.350850568472534	27.594334514259444	55.5145332973801	38.254706376373456	26.74782908272451	42.553409930332705
METTL3	NC_041740.1	38007043	38012618	-	chr13	42294642	79.43015542573184	81.1420259034327	58.04713061934087	49.13553603432399	40.82935815008477	52.721038851739635
SALL2	NC_041740.1	38019284	38023524	-	chr13	42294642	6.460429742655978	16.625694503896533	11.751251573897976	11.224434805043709	7.28842961777943	12.502417784841114
DAD1	NC_041740.1	38482506	38495173	-	chr13	42294642	97.78992371148493	107.0953827783465	76.58574301609372	94.60595049965411	140.17843760020438	125.92796708586954
ABHD4	NC_041740.1	38499180	38510533	+	chr13	42294642	16.75846518714606	7.859419220023816	35.65897029320765	23.823290198460118	74.51180958758971	66.65445626255654
OXA1L	NC_041740.1	38520842	38525215	+	chr13	42294642	81.22471924313628	69.65518242801328	200.98692347080677	204.90320271656321	108.68959119329325	152.36380228152754
MRPL52	NC_041740.1	38556981	38561718	+	chr13	42294642	12.064990587780608	7.902602842111859	46.802398509835044	66.77393358510696	39.414129098088765	24.77888826031763
MMP14	NC_041740.1	38566573	38578604	+	chr13	42294642	283.0165183417369	214.10439831251693	133.0120113493797	94.60595049965411	7.500713975578831	6.175893122632358
LRP10	NC_041740.1	38585646	38594664	+	chr13	42294642	59.027345255549065	76.13272574121972	190.04610303993624	153.70603579968017	116.33182807407168	227.07704591142144
RBM23	NC_041740.1	38599209	38611699	-	chr13	42294642	177.96551333829245	170.40257275941747	188.72915243251666	199.06191521597924	194.02790302865242	218.9429427742959
PRMT5	NC_041740.1	38614944	38622757	-	chr13	42294642	141.38402013735583	123.20287381718653	46.70109461695662	73.41696642890834	62.34083974042406	73.5081913132827
HAUS4	NC_041740.1	38625490	38634521	-	chr13	42294642	46.57583323017366	37.09473137362889	202.30387407822639	253.580598554763	64.95901348661667	71.5499812987895
AJUBA	NC_041740.1	38636740	38649678	-	chr13	42294642	11.402382409046663	12.048230562563981	18.13339682523912	22.448869610087417	5.307108944985022	7.23031389966715
C13H14orf93	NC_041740.1	38652424	38671578	-	chr13	42294642	2.8713021078471015	2.8933026798988775	14.486456681615609	11.224434805043709	5.236347492385222	7.606892748608148
PSMB5	NC_041740.1	38682889	38689072	-	chr13	42294642	82.38428355592067	74.79403345649038	170.79836339303438	154.62231619192863	127.93670630043893	162.60674697272268
ACIN1	NC_041740.1	38711473	38743873	-	chr13	42294642	113.96860674223879	104.89301805185632	120.95684809684641	98.50014216671009	85.40907328795896	105.96928809199667
C13H14orf119	NC_041740.1	38743745	38750375	+	chr13	42294642	14.163249820438105	10.191334812778136	9.016046466180343	7.21570808895667	8.986704480174637	7.154998129878951
LMLN2	NC_041740.1	38751219	38755572	-	chr13	42294642	0.6349995046200321	0.43183622088042944	3.2417245721097867	2.290700980621165	2.1228435779940087	2.636051942586982
HOMEZ	NC_041740.1	38869102	38883606	-	chr13	42294642	10.132383399806598	8.766275283872718	22.084248647497922	16.149441913379214	17.05351007655187	22.895994015612644
PPP1R3E	NC_041740.1	38887909	38889550	-	chr13	42294642	1.9049985138600962	0.8636724417608589	3.6469401436235103	5.154077206397622	4.81177877678642	7.456261209031749
LOC100091694	NC_041740.1	38891960	38907380	+	chr13	42294642	155.93379139538874	122.81422121839414	71.6218522650506	82.80884044945512	75.29018556618752	78.55434788909206
SLC22A17	NC_041740.1	38908611	38915173	-	chr13	42294642	16.48237844600692	17.532550567745435	26.237708255513585	24.166895345553293	35.87605646809875	39.23951605965193
EFS	NC_041740.1	38915174	38921045	-	chr13	42294642	15.902596289614715	8.809458905960762	4.9638907510431105	3.436051470931748	4.74101732418662	5.347419654962163
MYH6	NC_041740.1	38940240	38968939	-	chr13	42294642	3.8099970277201924	4.275178586716252	12682.133045557877	9230.265066363954	4.81177877678642	6.251208892420557
NGDN	NC_041740.1	39016040	39021953	+	chr13	42294642	57.06712939346114	56.57054493533626	15.094280038886195	18.783748041093553	24.2711782417315	24.251677871800233
ZFHX2	NC_041740.1	39043481	39056030	-	chr13	42294642	5.190430733415914	4.663831185508638	27.250747184297893	16.49304706047239	18.327216223348277	26.134572116505222
THTPA	NC_041740.1	39076075	39081119	+	chr13	42294642	8.365428256516074	10.018600324425963	32.92376518549002	32.871559071913715	17.26579443435127	14.7618908784871
AP1G2	NC_041740.1	39081219	39091828	-	chr13	42294642	3.1473888489862456	2.1159974823141043	12.865594395560716	15.233161521130748	6.793099449580828	7.079682360090751
JPH4	NC_041740.1	39095020	39105744	-	chr13	42294642	0.7178255269617754	0.6477543313206442	2.329989536203909	2.176165931590107	4.387210061187618	5.272103885173964
LOC100092951	NC_041740.1	39133356	39138011	+	chr13	42294642	18.470202982208757	23.75099214842362	167.5566388209246	195.74039879407854	334.5601478918558	282.66008401511266
CARMIL3	NC_041740.1	39139626	39160866	+	chr13	42294642	7.619994055440385	7.211664888703172	33.53158854276061	16.951187256596622	8.774420122375236	14.4606277993343
PCK2	NC_041740.1	39187180	39196190	+	chr13	42294642	53.14669766928529	22.41229986369429	63.61884472765456	51.3117019659141	3363.5041264263073	4571.5165946041325
DCAF11	NC_041740.1	39204826	39211664	+	chr13	42294642	81.33515393959193	71.33934368944695	649.8644728151338	461.4617125461337	845.4578356624139	984.4524269015554
FITM1	NC_041740.1	39212665	39214594	+	chr13	42294642	8.807167042338705	4.922932918036896	584.7260696943027	503.8396806876253	7.429952522979031	10.845470849500725
PSME1	NC_041740.1	39217208	39221774	+	chr13	42294642	20.513244866638427	18.18030489906608	40.724164937129196	47.532045347889174	78.12064367017953	84.35366216278342
EMC9	NC_041740.1	39221825	39225551	-	chr13	42294642	6.791733832022952	4.922932918036896	78.30790919502704	87.39024241069745	23.138995000134695	27.339624433116413
PSME2	NC_041740.1	39227557	39230657	-	chr13	42294642	126.25446672293072	96.68812985512815	309.1794810649709	314.9713848354102	224.45532764656653	229.63778208422022
RNF31	NC_041740.1	39235680	39244423	+	chr13	42294642	77.27667884484651	63.393557225247044	167.45533492804617	178.67467648845087	267.47829082724513	379.29021665337257
IRF9	NC_041740.1	39244719	39253682	+	chr13	42294642	16.28911772720952	25.348786165681208	40.4202532584939	50.50995662269669	126.30919289064353	122.38812590582415
REC8	NC_041740.1	39256056	39264821	+	chr13	42294642	1.2976076833539785	2.8501190578108346	1.7221661789333242	1.4889556374037574	2.8304581039920116	3.765788489409974
IPO4	NC_041740.1	39264852	39273844	-	chr13	42294642	77.27667884484651	95.86764103545534	57.23669947631342	61.276251231616165	47.5516961470658	98.21176380381212
TM9SF1	NC_041740.1	39275948	39283722	-	chr13	42294642	34.372799271823474	29.58078113030942	54.298886582838925	37.567496082187105	74.79485539798891	115.8356539342508
TSSK4	NC_041740.1	39286586	39288320	+	chr13	42294642	6.515647090883807	4.879749295948853	7.091272501490159	6.986637990894553	8.703658669775436	10.39357623077153
CHMP4A	NC_041740.1	39288461	39293019	-	chr13	42294642	48.86735318162855	32.69000192064851	41.12938050864292	43.637853680833196	63.614545887220466	106.04460386178488
LOC100078933	NC_041740.1	39295664	39299696	-	chr13	42294642	4.058475094745422	5.13885102847711	16.512534539184227	28.519227208733504	7.14690671257983	9.037892374583938
NEDD8	NC_041740.1	39301892	39308572	-	chr13	42294642	69.02168528478609	49.70434902333743	170.39314782152067	195.28225859795432	90.85770513814357	122.61407321518875
GMPR2	NC_041740.1	39308787	39316491	+	chr13	42294642	33.79301711543127	15.934756550487847	36.36809754335667	40.54540735699462	64.67596767621747	84.50429370235982
TINF2	NC_041740.1	39316466	39321062	-	chr13	42294642	32.467800757963374	26.12609136326598	15.600799503278349	14.660486275975456	23.634325168333298	19.808047454296464
TGM1	NC_041740.1	39325082	39337246	-	chr13	42294642	0.5797821563922032	1.1227741742891166	2.43129342908234	2.176165931590107	3.0427424617914127	3.238578100892578
RABGGTA	NC_041740.1	39341103	39349868	-	chr13	42294642	31.888018601571176	26.039724119089897	56.32496444040754	42.37796814149155	28.09229668212072	31.331360231890983
DHRS1	NC_041740.1	39356830	39363418	-	chr13	42294642	71.20277053978533	51.17259217433089	91.88263084073677	73.76057157600151	116.47335097927129	170.28895549111903
NOP9	NC_041740.1	39364221	39368477	+	chr13	42294642	43.53887907764307	57.86605359797755	42.54763500894095	39.17098676862192	29.790571544515924	31.858570620408383
CIDEB	NC_041740.1	39368459	39372076	-	chr13	42294642	0.41413011170871655	0.4750198429684724	1.5195583931764625	0.6872102941863495	181.57388737108755	251.17809224364527
LTB4R	NC_041740.1	39386993	39389236	+	chr13	42294642	1.518477076265294	0.9068560638489018	1.1143428216627391	1.374420588372699	2.0520821253942088	2.5607361727987823
ADCY4	NC_041740.1	39390853	39410225	-	chr13	42294642	1.1043469645565775	1.0364069301130308	67.46839265703494	61.84892647677146	10.968025152969046	7.682208518396347
NFATC4	NC_041740.1	39421192	39430980	+	chr13	42294642	34.62127733884871	35.496937356371305	8.610830894666622	10.880829657950533	4.4579715137874185	4.669577726868368
LOC100091092	NC_041740.1	39439061	39446483	+	chr13	42294642	5.162822059302	7.902602842111859	6.179537465584281	8.59012867732937	10.755740795169645	21.69094169900145
SDR39U1	NC_041740.1	39449630	39452342	-	chr13	42294642	10.739774230312715	13.7755754460857	173.43226460787358	266.98119929139676	43.44753189627738	95.87697494037793
HAUS2	NC_041740.1	39477692	39484851	-	chr13	42294642	15.157162088539026	16.10749103884002	11.447339895262685	20.959913972683662	15.850565382355267	9.715734302677733
LRRC57	NC_041740.1	39486538	39493586	+	chr13	42294642	34.56605999062087	38.43342365835822	43.45937004484683	57.267524515529125	38.28194585649196	28.619992519515804
SNAP23	NC_041740.1	39496077	39519183	-	chr13	42294642	101.5447033909773	134.68971729260593	37.279832579262546	52.11344730913151	121.4974141138571	114.32933853848681
ZNF106	NC_041740.1	39521647	39551708	+	chr13	42294642	68.57994649896347	56.74327942368843	115.9929573458033	121.75075712001492	59.72266599423145	74.48729632052928
CAPN3	NC_041740.1	39553635	39575710	-	chr13	42294642	4.997170014618513	4.447913075068423	145.47239017342667	41.69075784730521	6.863860902180629	7.531576978819948
GANC	NC_041740.1	39579107	39603468	-	chr13	42294642	16.37194374955126	34.2877959379061	53.08323986829776	33.215164219006894	18.68102348634728	12.728365094205712
TMEM87A	NC_041740.1	39606163	39628200	+	chr13	42294642	33.43410435195038	47.458800674759196	53.18454376117619	59.78729559421241	72.2474431043961	64.92219355742796
VPS39	NC_041740.1	39630518	39653188	+	chr13	42294642	52.56691551289309	76.73729645045232	76.28183133745841	50.16635147560351	44.57971513787419	58.670984665007396
PLA2G4F	NC_041740.1	39656675	39671393	+	chr13	42294642	0.41413011170871655	1.9000793718738895	2.633901214839202	2.748841176745398	3.0427424617914127	4.518946187291969
PLA2G4E	NC_041740.1	39692905	39718254	+	chr13	42294642	0.6902168528478609	1.1659577963771595	0.9117350359058776	1.1453504903105824	2.5474122935928105	3.3892096404689767
EHD4	NC_041740.1	39721560	39768326	+	chr13	42294642	17.66955143290524	18.568957497858467	840.6197031052191	702.4434557074802	67.08185706461067	96.32886955910713
SPTBN5	NC_041740.1	39771223	39812135	+	chr13	42294642	1.4080423798096362	2.6773845694586624	41.838507758791934	51.54077206397621	19.03483074934628	16.569469353403885
LOC100089728	NC_041740.1	39812268	39825372	-	chr13	42294642	18.056072870500042	19.691731672147583	19.45034743265872	20.158168629466253	17.619601697350273	23.42320440413004
MAPKBP1	NC_041740.1	39829174	39854990	-	chr13	42294642	32.24693136505206	33.12183814152894	48.11934911725464	41.69075784730521	18.539500581147678	30.35225522464439
MGA	NC_041740.1	39858746	39894911	-	chr13	42294642	46.98996334188237	68.35967376537198	62.403198013113396	32.06981372869631	40.192505076686565	52.57040731216324
TYRO3	NC_041740.1	39946399	39962721	-	chr13	42294642	13.30738092290676	11.227741742891165	5.166498536799972	3.436051470931748	6.651576544381228	5.723998503903161
RPAP1	NC_041740.1	39973207	39986684	+	chr13	42294642	21.34150509005586	25.52152065403338	59.870600691152625	48.10472059304447	34.24854305830334	38.787621440922734
ITPKA	NC_041740.1	39993469	40002557	-	chr13	42294642	1.1319556386704919	1.4250595289054173	24.11032650506654	2.5197710786832817	52.92956654465062	81.64229445040824
RTF1	NC_041740.1	40009950	40032869	-	chr13	42294642	50.247786887324274	48.3656567386081	72.53358730095648	53.37333284847315	57.458299511037836	65.97661433446275
NDUFAF1	NC_041740.1	40035244	40041494	+	chr13	42294642	30.56280224410328	35.194652001755	108.0912537012857	108.00655123628793	79.39434981697593	103.7098149983507
NUSAP1	NC_041740.1	40042777	40055058	-	chr13	42294642	88.51340920920968	8.982193394312933	4.9638907510431105	1.374420588372699	3.325788272190614	3.690472719621775
OIP5	NC_041740.1	40055841	40062409	+	chr13	42294642	26.173023059990886	1.9432629939619326	2.026077857568617	0.916280392248466	1.9813206727944084	2.1088415540695857
LOC103165679	NC_041740.1	40066357	40072735	-	chr13	42294642	59.96604017542216	56.0091578481917	166.13838432062656	162.6397696241027	50.09910844065861	43.8337780167321
CHP1	NC_041740.1	40075964	40095116	-	chr13	42294642	120.45664515900869	85.37402086806091	409.9768544790096	389.19009660753596	467.8747245898796	529.9217562297715
EXD1	NC_041740.1	40099352	40112265	+	chr13	42294642	1.7393464691766094	2.331915592754319	5.673018001192126	6.986637990894553	8.349851406776434	11.59862854738272
INO80	NC_041740.1	40141075	40181407	+	chr13	42294642	75.04037624161944	76.60774558418818	56.223660547529114	33.67330441513113	48.825402293862204	49.859039599788055
CHAC1	NC_041740.1	40185317	40187449	-	chr13	42294642	3.395866916011476	2.0296302381380182	7.901703644517605	6.986637990894553	2.2643664831936094	5.046156575809365
DLL4	NC_041740.1	40198328	40222571	-	chr13	42294642	0.9939122681009197	0.7341215754967301	33.227676864125314	24.28143039458435	8.208328501576835	12.803680863993913
VPS18	NC_041740.1	40234524	40241646	-	chr13	42294642	20.568462214866255	21.116791201053	56.426268333285975	38.1401713273424	45.14580675867259	61.60829968674717
ZFYVE19	NC_041740.1	40289011	40295655	-	chr13	42294642	11.844121194869293	13.602840957733529	8.712134787545052	10.651759559888417	6.934622354780429	9.489786993313135
DNAJC17	NC_041740.1	40295714	40310809	+	chr13	42294642	15.543683526133828	18.396223009506294	16.309926753427366	16.37851201144133	14.50609778295906	13.10494394314671
C13H15orf62	NC_041740.1	40308653	40309295	-	chr13	42294642	0.3865214375948021	0.5613870871445583	0.8104311430274467	1.6034906864348155	3.8918798929890164	4.820209266444767
GCHFR	NC_041740.1	40310962	40312790	-	chr13	42294642	1.5736944244931228	4.145627720452123	32.61985350685473	44.66866912211272	396.12261165368204	392.8470552152485
RMDN3	NC_041740.1	40320404	40329388	+	chr13	42294642	13.25216357467893	21.462260177757344	17.01905400357638	16.836652207565564	57.88286822663664	95.57571186122514
RAD51	NC_041740.1	40329480	40340085	-	chr13	42294642	52.981045624601805	17.359816079393266	12.460378824046993	9.16280392248466	7.500713975578831	13.556838561875907
KNL1	NC_041740.1	40342889	40381606	-	chr13	42294642	44.22909593049093	5.225218272653197	3.9508518222588025	2.9779112748075147	4.81177877678642	5.422735424750362
RPUSD2	NC_041740.1	40386233	40391865	-	chr13	42294642	25.179110791889965	19.518997183795413	24.718149862337125	18.89828309012461	26.74782908272451	31.256044462102786
CCDC32	NC_041740.1	40393856	40399657	+	chr13	42294642	13.69390236050156	10.234518434866178	26.64292382702731	24.73957059070858	23.9173709787325	25.83330903735242
EIF4A3	NC_041740.1	40403620	40413673	+	chr13	42294642	174.65247244462273	153.7336946334329	119.74120138230525	93.91874020546777	130.97944876223033	108.00281387627805
CHST14	NC_041740.1	40417605	40418717	-	chr13	42294642	59.91082282719433	59.93886745820361	41.02807661576449	37.10935588606287	27.526205061322315	45.34009341249609
BAHD1	NC_041740.1	40422976	40446111	-	chr13	42294642	12.313468654805838	10.061783946514007	19.45034743265872	17.638397550782972	23.068233547534895	24.251677871800233
IVD	NC_041740.1	40458799	40470355	-	chr13	42294642	12.00977323955278	9.543580481457491	413.6237946226331	258.9637458592227	237.4754349249298	208.54936654352437
KNSTRN	NC_041740.1	40474100	40481904	-	chr13	42294642	14.908684021513796	0.8636724417608589	2.937812893474494	1.718025735465874	1.9813206727944084	1.581631165552189
DISP2	NC_041740.1	40483537	40496531	-	chr13	42294642	0.5797821563922032	0.4750198429684724	2.937812893474494	2.0616308825590486	4.67025587158682	6.100577352844158
CCDC9B	NC_041740.1	40506824	40515504	+	chr13	42294642	1.4908684021513796	1.7705285056097608	152.86757435355213	262.17072723209236	5.448631850184623	7.23031389966715
INAFM2	NC_041740.1	40524071	40526476	-	chr13	42294642	29.458455279546705	31.653594990535478	36.97592090062725	28.519227208733504	28.09229668212072	29.2978344476096
BUB1B	NC_041740.1	40584007	40604262	-	chr13	42294642	25.26193681423171	1.0795905522010736	1.9247739646901858	1.0308154412795243	2.901219556591812	3.3138938706807775
BMF	NC_041740.1	40613623	40628927	+	chr13	42294642	1.5736944244931228	2.5046500811064907	74.86357683716038	57.954734809715475	35.239203394700546	32.23514946934938
SRP14	NC_041740.1	40646532	40650480	+	chr13	42294642	21.728026527650663	22.671401596222548	22.185552540376353	35.276795101565945	41.60773412868257	36.603464117064945
EIF2AK4	NC_041740.1	40650750	40687702	-	chr13	42294642	25.06867609543431	25.21923529941708	26.74422771990574	20.50177377655943	32.337983838108734	39.465463369016526
FSIP1	NC_041740.1	40725682	40819821	+	chr13	42294642	40.63996829568205	75.6145222761632	1.7221661789333242	0.916280392248466	2.2643664831936094	3.3138938706807775
THBS1	NC_041740.1	40809925	40823501	-	chr13	42294642	1379.743488842874	2847.657591351816	50.04412308194483	41.576222798274145	14.57685923555886	80.21129482443244
RASGRP1	NC_041740.1	40908112	40919547	+	chr13	42294642	0.3589127634808877	0.5613870871445583	5.470410215435265	2.176165931590107	10.543456437370244	7.682208518396347
FAM98B	NC_041740.1	40919998	40929000	-	chr13	42294642	39.14909989353067	49.18614555828091	43.15545836621153	31.153533336447843	27.455443608722515	27.49025597269281
SPRED1	NC_041740.1	40941847	40993530	-	chr13	42294642	40.584750947454225	34.8923666471387	15.600799503278349	8.704663726360428	16.84122571875247	12.351786245264716
MEIS2	NC_041740.1	41232854	41356502	+	chr13	42294642	9.82868798455354	8.939009772224889	13.574721645709731	6.299427696708204	2.618173746192611	5.498051194538562
CDIN1	NC_041740.1	41380378	41465977	-	chr13	42294642	35.642798281063534	32.08543121141591	39.407214329709596	31.2680683854789	19.317876559745482	22.21815208751885
DPH6	NC_041740.1	41568028	41631892	+	chr13	42294642	39.121491219416754	56.39781044698409	43.965889509238984	36.30761054284547	40.61707379228537	44.81288302397869
ZNF770	NC_041740.1	41640211	41642143	+	chr13	42294642	27.967586877395323	23.535074037983406	71.6218522650506	44.78320417114378	46.06570564246999	70.04366590302551
AQR	NC_041740.1	41645968	41669497	+	chr13	42294642	121.80947019059049	131.66686374644294	297.63083727682977	180.39270222391676	146.7592526919858	192.65773911821427
ACTC1	NC_041740.1	41682906	41689319	+	chr13	42294642	2.0430418844296683	2.6773845694586624	15902.989015734707	3946.7632545612364	23.492802263133697	50.084986909152654
KATNBL1	NC_041740.1	41712628	41724861	+	chr13	42294642	27.360196046889207	24.44193010183231	9.016046466180343	5.612217402521854	10.472694984770444	7.983471597549145
EMC7	NC_041740.1	41727735	41731164	+	chr13	42294642	229.31764719017332	238.33041030390902	188.32393686100292	124.04145810063609	282.26743442060337	316.778127729167
CHRM5	NC_041740.1	41735352	41736720	-	chr13	42294642	2.015433210315754	2.979669924074963	1.8234700718117551	1.0308154412795243	1.7690363149950075	2.5607361727987823
RYR3	NC_041740.1	41754570	41825064	-	chr13	42294642	8.972819087022192	8.420806307168375	19.65295521841558	12.026180148261117	25.049554220329306	25.00483556968223
FMN1	NC_041740.1	41844750	41884244	+	chr13	42294642	17.255421321196522	17.273448835217177	8.712134787545052	15.347696570161807	5.519393302784423	7.531576978819948
GREM1	NC_041740.1	41886177	41886851	-	chr13	42294642	0.41413011170871655	0.43183622088042944	1.21564671454117	1.0308154412795243	1.5567519571956066	2.033525784281386
ARHGAP11A	NC_041740.1	41900900	41911803	-	chr13	42294642	55.05169618314539	13.646024579821571	24.009022612188108	25.083175737801756	4.4579715137874185	7.079682360090751
EMC4	NC_041740.1	41915180	41917021	+	chr13	42294642	43.20757498827609	34.374163182082185	58.95886565524675	69.9809149579766	43.65981625407678	54.15203847771543
SLC12A6	NC_041740.1	41916966	41955905	-	chr13	42294642	133.81924343014327	167.46608645743055	211.623832223042	169.05373236984198	94.1127319577344	128.6393347982447
NOP10	NC_041740.1	41961021	41962914	-	chr13	42294642	40.08779481340376	33.640041606585456	30.087256184893956	39.74366201377721	45.00428385347299	68.83861358641433
LPCAT4	NC_041740.1	41970798	41976385	-	chr13	42294642	15.212379436766854	4.275178586716252	18.13339682523912	23.02154485524271	4.882540229386221	7.908155827760946
LOC100086234	NC_041740.1	42030939	42032293	+	chr13	42294642	1.518477076265294	1.684161261433675	5.673018001192126	7.559313236049845	1.8397977675948076	2.184157323857785
TTC5	NC_041740.1	42035773	42043920	-	chr13	42294642	28.8786731231545	25.478337031945337	38.596783186682146	39.85819706280827	19.03483074934628	20.862468231331256
CCNB1IP1	NC_041740.1	42045912	42051193	-	chr13	42294642	1.711737795062695	1.5114267730815032	1.6208622860548934	2.0616308825590486	1.5567519571956066	1.7322627051285882
LOC103165291	NC_041740.1	42052772	42056418	-	chr13	42294642	13.528250315818074	17.70528505609761	10.535604859356807	10.880829657950533	7.07614525998003	15.364417036792695
PARP2	NC_041740.1	42056546	42067443	+	chr13	42294642	15.074336066197283	8.550357173432504	44.371105080752706	35.276795101565945	35.38072629990015	46.39451418953088
TEP1	NC_041740.1	42067487	42088561	-	chr13	42294642	43.64931377409872	50.65438870927438	56.628876119042836	52.80065760331785	52.15119056605282	88.04413488240519
LOC103167193	NC_041740.1	42089439	42098435	+	chr13	42294642	8.39303693062999	11.357292609155294	8.408223108909759	5.039542157366563	4.95330168198602	7.079682360090751
LOC100086081	NC_041740.1	42098740	42101670	-	chr13	42294642	16.896508557715634	15.071084108726987	51.76628926087815	33.215164219006894	39.83869781368757	46.54514572910728
APEX1	NC_041740.1	42101961	42103955	+	chr13	42294642	165.87291407639793	133.39420862996465	153.88061328233644	173.74966938011536	129.56421971023434	175.6363751460812
PIP4P1	NC_041740.1	42104098	42108212	-	chr13	42294642	16.75846518714606	17.791652300273693	26.54161993414888	21.07444902171472	66.94033415941108	125.62670400671674
LOC100084590	NC_041740.1	42118092	42124716	+	chr13	42294642	152.70357652406074	84.59671567047613	290.94478034685335	299.8527583633105	465.25655084368697	496.7828175229638
LOC114816112	NC_041740.1	42139140	42140373	-	chr13	42294642	1.3804337056957219	1.4250595289054173	9.218654251937206	9.391874020546776	52.29271347125242	24.025730562435633
LOC100073569	NC_041740.1	42143741	42155963	+	chr13	42294642	8.39303693062999	11.486843475419423	12.359074931168562	8.361058579267253	2303.0022363131	3410.448687549249
METTL17	NC_041740.1	42187400	42197011	+	chr13	42294642	7.619994055440385	4.231994964628209	21.476425290227336	17.982002697876144	17.761124602549874	51.817249614281245
SLC39A2	NC_041740.1	42197127	42201008	+	chr13	42294642	1.2147816610122353	0.9500396859369448	3.039116786352925	1.4889556374037574	2.8304581039920116	16.870732432556686
NDRG2	NC_041740.1	42201653	42217224	-	chr13	42294642	70.1812495975705	111.54329585341493	639.4301718486554	752.1516669869595	191.9050594506584	329.0545982046435
ZNF219	NC_041740.1	42237726	42240870	+	chr13	42294642	85.17275964142604	81.48749488013704	13.4734177528313	9.964549265702068	14.08152906736026	8.96257660479574
ARHGEF40	NC_041740.1	42240980	42261170	-	chr13	42294642	26.780413890497005	32.86273640900068	68.17751990718395	53.258797799442085	13.232391636162655	17.021363972133084
ESR2	NC_041741.1	1118	24328	+	chr14	52889406	0.6626081787339465	0.43183622088042944	1.5195583931764625	2.63430612771434	3.538072629990015	6.703103511149754
SYNE2	NC_041741.1	26947	248930	-	chr14	52889406	39.894534094606364	36.83562964110063	65.0370992279526	61.50532132967828	80.80957886897194	122.76470475476516
LOC120638801	NC_041741.1	276410	291498	-	chr14	52889406	0.5245648081643743	0.6909379534086871	0.8104311430274467	1.374420588372699	1.2737061467964053	1.2803680863993911
SGPP1	NC_041741.1	292522	320453	+	chr14	52889406	49.88887412384339	46.983780831790725	38.09026372229	34.0169095622243	54.415557049246424	62.436773154417374
