Geneid	species	chr	gstart	gend	gstrand	Length	ghf1	ghf2	ghf3	ghm1	ghm2	ghm3	glf2	glf3	glm2	glm5
NRDC	gga	chr8	24525438	24548688	-	3500	146.69051885084423	168.69699076266824	116.38566465849868	142.70197270339355	171.3144212181076	80.86693107816275	100.30843698948193	88.66152262890607	94.67306732013377	133.57239225071692
NRDE2	gga	chr5	44011552	44040441	-	8774	17.513701599413384	15.220426820207217	16.963873275275997	19.084762306836826	18.062452124423565	21.097710937766287	18.1608515973715	17.732304525781213	15.682041826034427	21.75446127861839
NREP	gga	chrZ	46525390	46544858	+	1799	199.17855182605587	189.66630944685465	240.4339879839544	306.12729841673615	359.1038581506538	239.9921825545475	88.62495579517294	148.99135569594367	133.91043946099356	140.69697831946442
NRF1	gga	chr1	1428121	1475035	+	15221	38.74243081082355	31.28905080067366	30.747020311437748	29.880183409694023	28.44514431946039	41.87506617799599	29.299507243759358	22.19871205671107	27.04022849838858	19.470242844363458
NRG1	gga	chrZ	54038940	54331946	-	8685	2.865878443540372	2.685957674154215	0.5301210398523749	0.14458153262755172	0.7722663616143093	2.3340200820522354	0.4237532039386684	0.13332559793820462	0.19360545464240034	0.7070199915550976
NRG2	gga	chr13	1896501	2052550	-	6480	0	0.09424412891769175	0.14457846541428407	0	0.08580737351270103	0.04576509964808305	8.838281110720798	10.799373432994575	11.358186672354153	19.687787457149643
NRG4	gga	chr10	3918732	3940843	+	2484	1.6452265138842876	1.6492722560596056	4.337353962428522	2.072335300994908	2.273895398086577	2.4713153809964847	15.012970653827109	25.19853801032067	21.619275768401373	23.6579766404975
NRIP1	gga	chr1	99694070	99767454	-	12551	99.35045270939956	86.75172066873526	101.87962529526551	82.21869822086774	84.82058871730497	118.94349398536785	89.29085368707655	114.86000262376328	84.79918913337134	114.8635555511051
NRK	gga	chr4	17200169	17297896	+	7598	73.02682848725097	53.67203141862545	62.168740128142154	39.85630916099509	48.60987709494513	44.98709295406564	27.967711459952113	17.66564172681211	19.554150918882435	14.412330597084683
NRN1	gga	chr2	65116070	65122855	+	1141	0.4776464072567287	0.8010750958003799	1.2530133669237953	0.3373569094642873	1.3729179762032164	1.098362391553993	0.48428937592990673	0.06666279896910231	0.3226757577373339	0.10877230639309195
NRN1L	gga	chr11	945073	946859	+	1499	2.0167292750839656	2.4503473518599854	3.0361477736999656	1.3494276378571493	2.7887396391627832	3.3408522743100626	0.48428937592990673	0.13332559793820462	0.3872109092848007	0.16315845958963793
NRP1	gga	chr2	13897619	14006927	+	6678	245.98789973721526	214.2640270943722	265.73521943145414	210.60709919413367	288.6131008099699	207.59049200370472	109.26779044418521	102.79403601035575	134.94300188575303	67.60198842330665
NRP2	gga	chr7	12663364	12744502	-	8652	48.613789894129276	38.49872666287708	35.13256709567103	47.904681143928805	53.071860517605586	34.36958983571037	42.617465081831796	21.532084067020044	44.012973355372345	33.55625652226887
NRROS	gga	chr9	4855414	4866856	-	10329	4.298817665310558	2.8273238675307524	2.2168698030190224	3.7109260041071606	1.8019548437667217	3.1577918757177303	9.80685986258061	5.932989108250105	8.454104852718148	7.994764519892258
NRSN1	gga	chr2	57938757	57945892	-	2858	36.67262971271106	54.190374127672754	35.08437427386627	85.73684884813817	47.83761073333082	38.99186490016676	9.44364283063318	16.065734551553657	14.133198188895225	15.39128135462251
NRTN	gga	chr28	1620230	1636712	-	13586	16.77069607701403	9.94275560081648	22.506047782823554	14.31357173012762	17.762126317129113	18.6263955567698	20.461226133038558	10.66604783505637	15.488436371392027	12.128112162829751
NRXN1	gga	chr3	7172845	7823576	+	9690	2.9720220895974228	1.6492722560596056	0.8674707924857045	0.8674891957653104	0.6864589881016082	0.5491811957769965	65.1974572345637	26.131817195888104	29.557099408739784	30.728176556048474
NRXN3	gga	chr5	39728194	40668982	+	11057	0.26535911514262706	1.4607839982242221	1.0602420797047498	0.8192953515561264	1.6303400967413195	1.9678992848675712	0.24214468796495336	0.1999883969073069	0.06453515154746678	0.10877230639309195
NSA2	gga	chrZ	24202530	24206378	-	1002	82.47361298632849	92.92471111284407	52.48198294538512	100.24319595510252	128.96848238958964	76.83960230913144	78.75755976060108	57.596658309304395	126.2952915783925	109.09862331227123
NSD1	gga	chr13	10923976	10979820	-	11249	84.70262955352655	64.27449592186578	69.49404904246587	78.26680299571467	83.9196112954216	102.23923261381753	62.71547418292292	62.196391438172455	51.49905093487849	53.679133204990876
NSDHL	gga	chr4	11273074	11283628	-	1811	0.21228729211410163	0.6125868379649964	1.0602420797047498	0.4337445978826552	0.38613318080715464	0.41188589683274746	7.264340638948601	30.731550324756164	16.520998796151495	7.5052891411233444
NSF	gga	chr27	3546260	3602463	-	3704	35.7173368981976	37.41491918032363	38.4096789783948	37.63939232737263	35.22392682696377	30.296495967030978	23.366962388618	36.33122543816076	24.910568497322178	40.844001050606025
NSFL1C	gga	chr20	9807241	9813554	+	3035	43.04124847613411	55.79252431927352	42.409683188189994	51.181862550153305	43.933375238502926	41.966596377292156	42.49639273784931	43.797458922700216	58.14617154426757	45.9019132978848
NSG1	gga	chr4	78573919	78594504	+	1769	0.1592154690855762	0.32985445121192114	0.43373539624285223	0.09638768841836781	0.17161474702540205	0.5034160961289136	0.6053617199123834	0.86661638659833	0.580816363927201	0.5982476851620057
NSL1	gga	chr3	21899749	21911625	+	2227	19.477359051468824	16.963943205184517	23.951832436966395	19.181149995255193	18.40568161847437	19.129811652898713	22.761600668705615	21.798735262896454	20.07043213126217	17.784272095270534
NSMAF	gga	chr2	112065450	112104643	-	3749	71.75310473456635	97.63691755872865	71.22899062743728	107.90601718436277	128.88267501607694	85.0315551461383	26.63591567614487	24.33192162372234	22.522767890065907	24.691313551231872
NSMCE1	gga	chr14	7682862	7689098	-	1173	6.421690586451574	6.879821410991498	7.5662730233475335	9.686962686045964	7.808470989655794	6.956295146508624	8.41452790678213	5.799663510311901	5.162812123797343	5.710546085637327
NSMCE2	gga	chr2	138725244	138851713	+	1070	21.60023197260984	26.05850164574177	21.204841594094997	21.83181142676031	22.267013426545915	15.651664079644403	16.647447297590542	14.73247857217161	16.198323038414163	14.901805975853597
NSMCE3	gga	chrCHRUN_59	261589	263817	+	914	17.885204360613063	24.5505955830587	27.036173032471122	16.964233161632734	24.841234631926948	20.86888543952587	21.006051680959704	36.93119062888268	26.975693346841112	22.9509566489424
NSMCE4A	gga	chr6	32042761	32050896	-	1333	16.664552430956977	14.937694433454142	18.16869382039503	18.458242332117436	18.663103739012474	18.534865357473635	11.986162054265192	11.932641015469313	12.003538187828822	12.726359847991757
NSMF	gga	chr17	2087127	2132637	+	8246	91.38967925512075	105.0822037432263	90.60250499295135	101.44804206033213	170.15602167568613	108.8294069631415	12.77313229015129	9.932757046396244	9.938413338309884	10.496527566933374
NSRP1	gga	chr19	6334039	6345071	+	2283	37.415635235110415	32.65559066998019	26.843401745252077	39.08520765364815	30.719039717546966	33.454287842748705	26.33323481618868	25.531852005166183	22.264627283876038	21.48253051263566
NSUN2	gga	chr2	79786750	79803224	+	2662	9.71214361422015	11.450661663499547	10.746999262461783	11.47013492178577	12.52787653285435	12.127751406742007	34.989907410935764	30.798213123725265	36.59143092741366	33.175553449893044
NSUN3	gga	chr1	91182332	91202046	+	14379	16.87683972307108	11.356417534581857	12.144591094799862	12.964144092270471	14.97338667796633	13.95835539266533	8.77774493872956	10.466059438149061	8.260499398075748	15.608825967408695
NSUN4	gga	chr8	21953827	21957288	+	1475	15.550044147357944	17.48228591423182	18.16869382039503	16.14493781007661	14.97338667796633	17.161912368031143	19.432111209187507	22.998665644340296	28.00825577160058	18.05620286125326
NSUN5	gga	chr19	501142	504127	+	1551	9.02220991484932	12.34598088821762	13.204833174504612	9.349605776581678	8.022989423437545	13.04305339970367	14.286536589932249	16.13239735052276	23.361724860182974	13.92285521831577
NSUN6	gga	chr2	19094534	19114066	+	2994	3.025093912625948	1.3665398693065305	3.759040100771386	4.4820275114541035	2.4026064583556286	6.315583751435461	3.9953873514217304	5.399686716497287	8.260499398075748	4.949139940885684
NSUN7	gga	chr4	68813095	68829293	-	5238	0.05307182302852541	0	0	0	0.08580737351270103	0	0.6053617199123834	0.5333023917528185	0.9680272732120017	0.4894753787689138
NT5C1A	gga	chr23	5644083	5652038	-	4650	76.63571245319069	80.67297435354413	79.66273444327052	62.79657900456663	75.5104886911769	75.23782382144853	0.544825547921145	0.13332559793820462	0.5162812123797342	0.4894753787689138
NT5C1B	gga	chr3	100541464	100547451	-	1748	13.692530341359555	11.356417534581857	11.807241342166533	15.42203014693885	15.359519858773483	16.841556670494562	8.41452790678213	4.599733128868059	5.872698790819477	5.873704545226965
NT5C2	gga	chr6	24455064	24515399	-	8961	52.16960203704048	45.04869362265666	67.0844079522278	54.55543164479618	50.75506143276266	78.807501593999	185.42229480916305	196.98857095369732	205.41538737558676	186.87082238333196
NT5C3A	gga	chr2	47912825	47936392	+	2131	74.61898317810673	99.89877665275326	83.03623196960382	111.13500474637809	127.85298653392454	65.26103209816642	17.010664329537974	16.13239735052276	23.49079516327791	45.14050715313316
NT5C3B	gga	chr27	7505165	7510246	-	2289	10.295933667533928	11.073685147828781	13.301218818114135	9.879738062882701	8.580737351270102	20.365469343396956	47.27875032515715	61.06312385569771	52.402543056543024	85.22310205898754
NT5DC1	gga	chr3	63927962	64048911	-	2752	8.013845277307336	7.115431733285727	5.927717081985647	5.445904395637782	5.148442410762062	4.8968656623448865	9.625251346606897	5.666337912373696	4.969206669154942	6.743882996371701
NT5DC2	gga	chr12	1075855	1100498	-	1924	128.48688355206002	145.60717917783376	108.72300599154163	179.81123274446514	110.77731920489703	133.0849097766255	38.501005386427586	34.86464386084051	38.33388001919527	57.10546085637327
NT5DC3	gga	chr1	54748397	54770546	+	4465	8.119988923364387	8.434849538133411	9.542178717342749	13.20511331331639	11.112054869894783	5.903697854602713	19.492647381178745	15.065792567017121	13.036100612588289	16.696549031339615
NT5DC4	gga	chr22	5159509	5164199	+	1895	19.848861812668503	29.96963299582598	9.204828964709419	25.78370665191339	14.072409256082969	23.202905521578106	908.76901393247	937.2122907066093	1851.642568199917	883.8293755970686
NT5E	gga	chr3	76968677	76992634	-	3790	8.91606626879227	3.864009285625362	5.783138616571363	8.482116580816367	7.293626748579587	12.722697702167087	9.80685986258061	4.733058726806264	5.550023033082143	5.057912247278775
NT5M	gga	chr14	5154709	5161949	+	4306	30.463226418373583	33.50378783023942	48.433785913785165	47.904681143928805	29.08869962080565	27.687885287090246	15.860477061704445	28.798329154652198	14.326803643537625	17.13163825691198
NTAN1	gga	chr14	477098	486576	-	3558	29.72022089597423	27.377919450589452	31.469912638509168	32.3380694643624	27.844492704871485	37.161260914243435	29.057362555794406	29.99825953609604	34.719911532537125	28.172027355810815
NTF3	gga	chr1	74215247	74285493	+	1023	0.9552928145134574	0.376976515670767	1.0120492578999885	0.7229076631377586	0.6864589881016082	0.6407113950731627	0.544825547921145	0.26665119587640923	0.12907030309493356	0.10877230639309195
NTHL1	gga	chr14	6660803	6665721	-	1211	8.119988923364387	5.230549154931892	8.385550994028476	6.698944345076563	6.435553013452577	11.532805111316929	11.925625882273954	23.198654041247604	33.10653274385046	16.424618265356884
NTL	gga	chr6	16745873	16766257	-	4905	32.10845293225787	22.571468875787176	26.60243763622827	34.60318014219404	33.507779356709754	58.80815304778672	11.744017366300238	8.532838268045095	15.940182432224294	5.7649322388338735
NTM	gga	chr24	1826279	2138596	+	3003	1.5921546908557622	1.4136619337653762	1.9277128721904544	2.072335300994908	2.4884138318683298	2.654375779588817	7.3854129829310775	8.39951267010689	5.61455818462961	6.308793770799333
NTMT1	gga	chr17	5940937	5944995	+	1353	40.65301643985046	56.64072147953274	42.89161140623761	44.338336672449195	39.68591024962422	71.25626015206531	44.736231101525135	38.46443500517203	75.05438124970387	46.772091749029535
NTN1	gga	chr18	2045396	2092970	+	2111	3.23738120474005	1.3665398693065305	3.614461635357102	2.072335300994908	2.8745470126754844	2.4713153809964847	0.24214468796495336	0.13332559793820462	0.06453515154746678	0
NTN3	gga	chr14	14357609	14386057	-	9671	1.804441982969864	0.8010750958003799	1.3012061887285566	1.2048461052295976	0.8151700483706598	1.1441274912020762	1.937157503719627	2.1998723659803763	2.387800607256271	0.5438615319654597
NTN4	gga	chr1	45628677	45665279	-	3866	24.678397708264313	22.241614424575253	26.747016101642554	19.759476125765403	26.171248921373813	21.646892133543282	17.85817073741531	3.3331399484551154	7.8087533372434805	7.070199915550977
NTN4L	gga	chr12	11115033	11161401	+	6914	12.312662942617894	9.754267342981096	1.6385559413618862	3.614538315688793	3.003258072944536	3.9815636693832253	1.2107234398247668	1.73323277319666	0.6453515154746678	5.873704545226965
NTNG1	gga	chr8	1215502	1361252	+	4155	5.997116002223371	3.6283989633311324	2.313255446628545	4.289252134617367	5.791997712107319	3.798503270790893	5.145574619255259	1.5999071752584553	3.8721090928480066	4.078961489740948
NTNG2	gga	chr17	6743112	6782692	+	5878	1.804441982969864	1.6021501916007599	3.0361477736999656	1.4940091704847012	2.7887396391627832	2.928966377477315	0.48428937592990673	1.1332675824747391	0.3872109092848007	0.054386153196545974
NTPCR	gga	chr3	39085490	39098599	-	1492	19.4242872284403	23.4196660360464	27.036173032471122	30.21754031915831	14.20112031635202	21.73842233283945	8.71720876673832	9.266129056705221	4.969206669154942	7.777219907106074
NTRK2	gga	chrZ	40300897	40511403	+	20408	4.776464072567287	4.005375479001899	2.457833912042829	2.21691683362246	2.1451843378175255	1.3271878897944085	7.748630014878508	4.999709922682673	13.100635764135756	7.614061447516436
NTRK3	gga	chr10	13668629	13849271	+	8487	3.9803867271394058	2.0262487717303728	1.5903631195571248	0.9638768841836781	1.7161474702540205	1.922134185219488	2.9057362555794404	1.4665815773202509	1.484308485591736	0.7070199915550976
NTSR1	gga	chr20	8227325	8272370	+	1409	1.2737237526846097	0.1884882578353835	0.3373497526333295	0.09638768841836781	0.6435553013452577	0	9.262034314659466	29.79827113918873	10.325624247594686	37.58083185881327
NUAK1	gga	chr1	53933009	53980840	+	4914	117.1825852469841	138.20901505779494	103.71095252384644	129.3040840132404	143.34121745296707	93.54386368068175	77.18361928882888	45.99733128868059	57.3072145741505	38.12469339077873
NUAK2	gga	chr26	2074253	2083461	-	2918	0.10614364605705082	0.14136619337653764	0.28915693082856814	0.5301322863010229	0.4290368675635051	0.13729529894424913	5.872008683150119	4.266419134022548	9.163991519740282	2.9368522726134825
NUB1	gga	chr2	6273854	6290629	+	2763	50.89587828435587	51.692904711353926	45.15667403106139	56.338603880535985	61.86711630265744	36.245958921281776	44.97837578949009	34.7313182629023	39.753653353239535	43.50892255723678
NUBP1	gga	chr14	9517550	9590135	-	1743	38.74243081082355	39.86526653218361	47.710893586713745	52.82045325326556	29.81806229566361	61.737119425264034	26.63591567614487	26.665119587640923	28.782677590170184	19.905332069935827
NUBP2	gga	chr14	13605982	13610312	-	1645	8.703778976678167	9.754267342981096	9.542178717342749	10.072513439719437	9.481714773153463	9.015724630672361	20.884979336977228	23.265316840216705	39.0437666862174	36.656267254471985
NUBPL	gga	chr5	34706467	34789234	+	2533	7.005480639765354	7.209675862203419	9.783142826366555	9.060442711326575	12.399165472585299	6.910530046860541	7.809166186869746	11.399338623716494	13.036100612588289	14.956192129050143
NUCB2	gga	chr5	12022245	12047886	+	5336	127.05394433028982	111.01958386504089	97.01215029298461	110.36390323903115	113.6518662175725	81.78223307112441	151.76418318203451	189.32234907225055	104.67601580999111	159.3514288658797
NUCKS1	gga	chr26	2264178	2277527	-	1229	20.273436396896706	18.377605138949892	20.771106197852145	21.783617582551127	23.039279788160226	18.580630457121718	26.454307160171155	27.265084778362844	30.589661833499253	30.619404249655382
NUDC	gga	chr23	1924627	1933509	+	2225	68.99336993708303	83.4060540921572	78.36152825454197	78.55596606096977	70.19043153338944	56.06224706890173	72.643406389486	134.05888872686475	101.83646914190258	145.53734595395701
NUDCD1	gga	chr2	132521046	132547179	-	4364	23.298530309522654	27.80201803071907	26.072316596375895	21.060709919413366	28.917084873780247	13.180348698647919	27.30181356804849	22.398700453618375	20.973924252926704	23.6579766404975
NUDCD2	gga	chr13	7452369	7456927	+	2379	44.527259520932816	59.232435024769266	51.90366908372798	52.0975455901278	49.8540840108793	39.81563669383225	33.71864779911976	41.330935360843434	49.43392608535955	48.0229732725501
NUDCD3	gga	chr22	5213582	5230533	+	1571	27.49120432877616	30.299487447037897	23.75906114974735	20.916128386785815	28.35933694594769	25.170804806445677	21.308732540915898	21.865398061865555	36.720501230508596	27.465007364255715
NUDT1	gga	chr14	3479887	3483896	+	1054	8.332276215478489	10.225487987569554	7.180730448909443	5.638679772474517	5.620382965081917	5.583342157066132	67.19515091027456	115.79328180933071	113.58186672354154	101.1582449455755
NUDT12	gga	chrZ	49944376	49957122	+	3048	3.9803867271394058	3.816887221166516	3.5662688135523406	10.650839570229643	7.765567302899443	9.061489730320444	17.737098393432834	18.998897706194157	44.40018426465714	47.15279482140536
NUDT13	gga	chr6	11894884	11907442	-	4774	7.801557985193235	8.434849538133411	7.951815597785624	8.096565827142896	6.650071447234329	7.2766508440452045	7.264340638948601	7.999535876292277	7.227936973316279	5.873704545226965
NUDT14	gga	chr5	52394099	52445231	-	2279	33.859823092199214	25.964257516824077	18.698814860247406	18.795599241581723	16.946956268758452	15.102482883867406	21.671949572863326	30.798213123725265	33.751884259325124	25.452719695983514
NUDT15	gga	chr1	169995439	169998554	+	2931	3.396596673825626	3.110056254283828	3.5662688135523406	3.5181506272704253	3.089065446457237	2.883201277829232	14.468145105905963	17.2656649329975	18.586123645670433	25.072016623607695
NUDT16L1	gga	chr14	12744113	12746179	-	1170	34.01903856128479	42.50410214187898	39.51811387990431	27.8560419529083	38.913643888009915	33.408522743100626	44.79676727351637	42.99750533507099	58.662452756647305	63.686185393155334
NUDT19	gga	chr11	9904386	9914943	+	9843	24.83761317734989	32.37285828322712	27.27713714149493	29.446438811811365	28.016107451896886	16.4754358733099	19.250502693213793	27.065096381455536	15.359366068297094	18.328133627235992
NUDT2	gga	chrZ	7613636	7619541	+	2078	12.843381172903149	13.335544241853382	13.83133985796651	21.590842205714388	14.115312942839319	21.00618073847012	9.80685986258061	17.06567653609019	23.103584253993105	26.32289814712825
NUDT21	gga	chr11	2155858	2162490	+	1019	41.342950139221294	49.7137780040824	45.83137353632805	46.65164119449002	46.035655889564104	43.38531446638273	30.389158339601646	40.064342180430486	38.979231534669935	33.22993960308959
NUDT3	gga	chr26	4383707	4410874	+	7443	70.32016551279617	77.56291809926032	56.915722551423165	62.31464056247479	74.78112601631895	54.36893838192266	14.58921744988844	14.599152974233405	11.100046066164285	16.370232112160338
NUDT4	gga	chr1	44847297	44871215	+	9872	176.19845245470435	209.83455303524067	349.976271946177	161.64215347760282	268.3196569742161	169.7885196943881	193.4130695120065	112.5268046598447	144.5587394663256	123.78288467533864
NUDT5	gga	chr1	6850849	6862491	-	1301	3.768099435025304	6.361478701944193	6.1204883692046925	5.349516707219413	3.990042868340598	4.668040164104471	530.1757942992654	659.4950702013291	602.5001748471499	583.1283345733659
NUDT6	gga	chr4	53573631	53577567	+	1370	14.647823155873013	20.30960978176257	29.204850013685384	23.374014441454193	18.234066871448967	18.534865357473635	58.11472511158881	67.72940375260795	70.14970973209638	66.07917613380336
NUDT7	gga	chr11	13961825	13966676	+	3273	18.25670712181274	25.58728100115331	22.216890851994986	24.53066670247461	23.38250928221103	16.429670773661815	29.602188103715548	33.531387881458464	30.783267288141655	32.4141473051414
NUDT8	gga	chr5	640283	642936	+	972	8.226132569421438	13.147055984018	9.783142826366555	8.096565827142896	5.620382965081917	12.219281606038175	9.685787518598135	15.065792567017121	8.38956970117068	7.287744528337161
NUDT9	gga	chr4	45696106	45724268	-	2510	20.32650821992523	21.34629519985718	19.51809283092835	18.410048487908252	11.970128605021793	14.004120492313413	21.066587852950942	29.99825953609604	22.974513950898174	29.42290887933137
NUF2	gga	chr8	5837692	5849045	-	1830	3.23738120474005	1.7906384494361434	10.457842331633215	1.4458153262755171	1.501629036472268	1.922134185219488	2.360910707658295	11.932641015469313	1.0970975763069353	2.229832281058385
NUFIP1	gga	chr1	168926223	168950766	-	2986	11.569657420218538	13.853886950900687	11.566277233142726	13.92802097645415	13.257239207712308	10.251382321170603	15.799940889713207	12.865920201036745	17.03728000853123	19.14392592518418
NUFIP2	gga	chr19	6115916	6140113	-	9130	32.74531480860018	32.5613465410625	32.48196189640915	32.91639559487261	33.164549862658944	42.9276634699019	87.35369618335693	133.85890032995744	142.1709388590693	121.06357701551134
NUGGC	gga	chr3	105078989	105090241	+	3076	0.21228729211410163	0.376976515670767	0.9156636142904658	0.48193844209183906	0.7293626748579587	1.3729529894424914	9.019889626694512	9.132803458767016	18.00530728174323	13.65092445233304
NUMA1	gga	chr1	195605956	195620667	-	7135	92.87569029991947	102.34912400461324	90.84346910197516	75.08600927790853	122.27550725559897	87.2282799292463	112.71835224768579	136.192098293876	104.67601580999111	106.16177103965774
NUMB	gga	chr5	26429454	26522606	+	4445	40.22844185562226	45.23718188049204	55.807287649913654	44.386530516658375	46.33598169685855	72.53768294221163	111.08387560392235	118.92643336087852	117.84118672567433	147.2777028562465
NUMBL	gga	chr3	104332533	104340842	-	1558	7.589270693079134	9.660023214063404	7.710851488761818	8.289341203979632	7.808470989655794	8.603838733839613	7.5064853269135545	9.932757046396244	10.712835156879486	6.743882996371701
NUP107	gga	chr1	35362957	35393184	+	7939	65.43755779417182	67.24318598277307	69.97597726051349	61.59173289933703	59.679028278083564	61.37099862807937	75.12538944112679	61.663089046419636	65.37410851758385	62.92477924840369
NUP133	gga	chr3	40094934	40125090	-	5683	19.265071759354722	20.026877395009496	22.650626248237838	24.67524823510216	22.181206053033215	20.91465053917395	18.705677145292647	27.065096381455536	19.941361828167235	21.917619738208028
NUP153	gga	chr2	62039157	62086250	-	5450	57.476784339893015	49.808022133000094	54.55427428298986	68.19428955599523	57.44803656675334	87.04521953065397	46.12856305732362	43.86412172166932	36.07514971503393	49.00192403008792
NUP155	gga	chrZ	11533520	11564807	-	4623	23.45774577860823	23.608154293881785	20.771106197852145	36.91648466423487	38.012666466126554	37.115495814595356	43.94926086563903	36.39788823712986	50.72462911630889	53.570360898597784
NUP160	gga	chr5	602732	623814	+	4461	59.122010853777304	74.92408248956494	54.409695817575574	53.5915547606125	62.124538423195546	52.492569296351256	31.902562639382605	39.197725793832156	38.0757394130054	26.86675967909371
NUP188	gga	chr17	5702211	5728870	+	6050	37.84020981933862	47.02782032992818	42.93980422804237	45.49498893346961	55.13123748191041	50.25007941359519	51.03199298861392	54.9968091495094	51.369980631783555	41.06154566339221
NUP205	gga	chr1	47715105	47760658	-	6492	39.591579979279956	42.88107865754975	36.24100199718054	34.16943554431139	37.41201485153765	29.56425437266165	46.91553329320971	54.33018115981838	37.1077121397934	62.217759256848595
NUP210	gga	chr12	6019483	6080270	-	7518	47.87078437172992	44.5774729780682	74.98803072820867	38.12133076946447	37.84105171910115	46.03969024597155	42.435856565858074	44.330761314453035	49.75660184309689	48.6212209577121
NUP210L	gga	chr25	2844782	2865978	-	5429	7.589270693079134	9.94275560081648	8.963864855685612	6.0242305261479885	6.8216861942597316	9.290315228560859	7.990774702843461	11.732652618562007	6.776190912484012	4.8403676344925914
NUP214	gga	chr17	6389619	6431783	+	9450	88.73608810369448	85.85640144401718	123.95193768184622	97.83350374464332	91.38485279102659	103.10876950713111	164.5373154721858	140.45851742789856	148.30177825607865	203.29544064868884
NUP37	gga	chr1	55417988	55442133	+	1348	14.647823155873013	17.058187334102207	18.16869382039503	17.590753136352127	15.702749352824288	13.088818499351753	7.143268294966124	18.665583711348646	9.293061822835217	15.608825967408695
NUP50	gga	chr1	70202950	70218997	+	5425	47.817712548701394	45.80264665399819	52.04824754914227	57.59164382997477	67.74492138827746	43.339549366734644	81.96597687613671	75.1289744381783	97.38354368512736	85.60380513136336
NUP54	gga	chr4	49937041	49950099	+	3965	40.069226386536684	43.63503168889128	33.78316808513771	37.591198483163446	34.36585309183676	42.01236147694024	92.43873463062094	73.52906726291984	75.1834515527988	66.1335622869999
NUP58	gga	chr1	178380227	178420214	-	4135	20.69801098112491	25.02181622764716	18.216886642199793	24.771635923520527	23.897353523287236	13.592234595480665	13.923319557984819	20.665467680421717	15.03669031055976	15.989529039784516
NUP62	gga	chr4	1896667	1905027	-	2011	24.04153583192201	28.414604868684062	25.301231447499713	24.241503637219505	25.484789933272204	30.66261676421564	21.066587852950942	27.465073175270152	30.783267288141655	24.03867971287332
NUP85	gga	chr18	10686647	10698644	+	2389	56.04384511812283	62.38961334351194	53.92776759952796	51.8083825248727	49.510854516828495	65.12373679922217	216.65895955664203	209.45451436091946	233.03643223790255	156.2514181336766
NUP88	gga	chr19	3584171	3592692	+	2349	39.53850815625143	48.81845877936433	39.6626923453186	44.04917360719409	43.07530150337592	41.14282458362666	51.81896322450002	58.529937494871824	50.853699419403824	54.549311656135615
NUP93	gga	chr11	2046740	2117516	-	3806	13.904817633473657	16.728332882890285	15.084353224890306	14.024408664872517	14.20112031635202	13.592234595480665	13.802247214002342	15.332443762893531	13.552381824968023	17.893044401663627
NUP98	gga	chr1	197038113	197076398	-	6418	58.0605743932068	55.274181610226215	41.10847699946144	73.25464319795954	51.74184622815872	35.97136832339328	41.467277813998265	38.26444660826473	36.526895775866194	77.06517907950564
NUPL2	gga	chr2	30977891	30984343	+	1466	10.083646375419828	17.152431463019898	10.31326386621893	10.650839570229643	7.808470989655794	12.859993001111336	7.5064853269135545	8.332849871137789	6.776190912484012	9.02810143062663
NUR2L	gga	chr27	5565632	5575890	+	3667	28.499568966318144	27.519285643965993	32.578347540018676	23.614983662500112	25.356078873003153	23.340200820522355	7.3854129829310775	5.19969831958998	5.937233942366944	3.861416876954764
NUS1	gga	chr3	63295840	63310730	+	1178	37.68099435025304	38.40448253395939	51.1325839348518	40.48282913571448	33.1216461759026	36.062898522689444	75.24646178510926	67.39608975776244	89.57479034788389	54.16860858375979
NUSAP1	gga	chr5	24796281	24810192	+	2432	5.360254125881066	4.0524975434607455	12.000012629385578	1.97594761257654	2.0593769643048248	3.661207971846644	2.300374535667057	16.065734551553657	0.8389569701170682	1.5771984426998333
NUTF2	gga	chr11	889797	911697	+	1241	38.58321534173797	47.26343065222241	45.34944531828044	39.133401497857335	45.9498485160514	41.87506617799599	27.72556677198716	31.19818991753988	42.85134062751794	30.021156564493378
NVL	gga	chr3	17672115	17701646	+	7114	15.550044147357944	17.859262429902586	18.024115354980747	15.229254770102115	15.87436409984969	12.402342004630507	11.622945022317761	14.73247857217161	11.745397581638954	14.575489056674321
NWD2	gga	chr4	69912320	69962014	-	9817	0.902220991484932	0.6597089024238423	1.5903631195571248	0.8674891957653104	0.5577479278325567	1.0525972919059101	0.4237532039386684	0.33331399484551155	0.5162812123797342	0.9245646043412815
NXF1	gga	chr33	6510021	6519566	-	2177	57.68907163200712	58.8554585090985	59.13259235444219	48.14565036497472	56.50415545811363	74.13946142989454	58.659550659509954	52.73027398455992	72.86018609709	51.88439014950486
NXN	gga	chr19	7020350	7069547	+	2532	20.591867335067857	18.330483074491045	22.265083673799747	15.518417835357218	17.54760788334736	20.59429484163737	29.723260447698024	41.46426095878164	24.65242789113231	39.103644148316555
NXNL1	gga	chr30	460309	464312	-	2735	0.5837900533137795	0.4240985801296129	0.28915693082856814	0.14458153262755172	0.47194055431985565	0.6864764947212457	0.544825547921145	0.1999883969073069	0.4517460608322674	0.6526338383585517
NXNL2	gga	chrZ	43280129	43302837	+	7734	25.845977814891874	21.534783457692566	31.036177242266316	21.735423738341943	30.375810223496163	47.27534793646979	6.053617199123834	7.466233484539458	8.84131576200295	8.429853745464627
