chromosome_name	X4	X5	X7	X1	Accession	V_2	Geomean
10	6488356	6511520	-	NC_041737.1	XP_028929293	UGT2A2	1.70215851680767
18	1333167	1348981	-	NC_041745.1	XP_028902451	CMPK1	1.03992018638516
14	4870430	4874960	+	NC_041741.1	XP_028935399	RPS29	0.767361482253286
3	120874583	120898510	+	NC_041730.1	XP_028916292	ANXA7	1.81970090902109
18	44199967	44214006	+	NC_041745.1	XP_028902296	DHCR24	0.922571418375461
6	28610984	28647422	+	NC_041733.1	XP_028923769	RADX	3.73250156575742
19	344936	350303	+	NC_041746.1	XP_028903236	FAM89A	0.698232419192378
4	44174947	44290254	-	NC_041731.1	XP_028917914	LOC100092510	6.80769345996725
4	42614096	42645518	-	NC_041731.1	XP_001512641	RAB14	1.08893007013413
16	45318234	45320887	+	NC_041743.1	XP_028936183	ATP5IF1	1.02565192292525
16	764914	778274	-	NC_041743.1	XP_028936465	SEC22B	0.909913260298317
15	943754	948046	+	NC_041742.1	XP_028935800	LRRC59	0.591561638447962
14	3418294	3430363	+	NC_041741.1	XP_028934613	GNPNAT1	1.01391140340721
11	12837854	12841437	+	NC_041738.1	XP_003429387	RPL19	0.970509969609636
X2	9626787	9650601	-	NC_041750.1	XP_028908575	PRKCSH	1.25892541348217
11	26649117	26653411	-	NC_041738.1	XP_028931737	LOC100074926	1.02565195183801
5	6210820	6232017	+	NC_041732.1	XP_028921728	RAB11A	1.07151931944195
5	4597685	4608285	-	NC_041732.1	XP_007660153	RPS19	0.866961882864433
1	180239668	180288626	+	NC_041728.1	XP_028928966	ARPC2	0.877000811872973
1	148719723	148727268	-	NC_041728.1	XP_028917468	EIF4A2	1.12201846860867
14	13018386	13049905	+	NC_041741.1	XP_007660701	SRP54	0.149279442329789
8	16784441	16788804	+	NC_041735.1	XP_028926012	RPS21	1.2473835195366
13	23318593	23335999	-	NC_041740.1	XP_028934239	LOC100681441	0.500034533608602
13	41682906	41689319	+	NC_041740.1	XP_028934277	ACTC1	0.481947793976886
2	169678733	169734385	+	NC_041729.1	XP_028914344	LOC103167174	1.04712856135325
5	2727284	2733327	+	NC_041732.1	XP_028920205	PSMD8	0.920449572056422
3	116136975	116148570	-	NC_041730.1	XP_028917200	RPS24	0.895364759907959
2	165845869	165920977	+	NC_041729.1	XP_028903154	ST8SIA1	0.603948619511766
X1	83608852	83646084	-	NC_041749.1	XP_028906265	SLC38A3	1.27938131661693
3	114237278	114251592	-	NC_041730.1	XP_007658994	PPIF	3.57272839946418
4	8127601	8143873	+	NC_041731.1	XP_028918365	TONSL	0.847227404363669
15	16956453	16970582	-	NC_041742.1	XP_028935575	PDHA1	1.09647820392894
16	3916485	3937630	+	NC_041743.1	XP_028936881	ATP1B1	0.363078051918485
1	117974601	118040916	+	NC_041728.1	XP_001505461	RBP1	1.23026878428141
11	1583157	1590467	-	NC_041738.1	XP_028930827	RETSAT	0.537031799803308
7	59858709	59900757	-	NC_041734.1	XP_001512707	TECR	0.926829823067136
8	2746223	2784650	+	NC_041735.1	XP_028926200	SLTM	1.04231745197126
5	10443109	10461701	+	NC_041732.1	XP_028921679	IDH3A	0.946237167443351
X2	1901408	1991060	-	NC_041750.1	XP_016083754	PCDHA5	1.27643883808747
1	21633914	21709539	+	NC_041728.1	XP_028914691	BDP1	0.583445107429151
13	39356830	39363418	-	NC_041740.1	XP_028934216	DHRS1	1.21898960936953
9	37659945	37681151	-	NC_041736.1	XP_028927887	MMUT	1.58124806791915
9	563751	621072	-	NC_041736.1	XP_028927589	DARS1	0.995405422657682
11	16427762	16494124	+	NC_041738.1	XP_028932069	JHY	1.38995262521075
21	24090830	24100213	+	NC_041748.1	XP_028904931	RANBP1	0.879022511588927
17	33649550	33653531	-	NC_041744.1	XP_001514255	RPL24	1.84926858770916
X5	306184	323975	-	NC_041753.1	XP_028911651	LMNA	1.03992015485732
21	15352447	15359886	-	NC_041748.1	XP_007661848	DECR2	1.23594747090938
7	33020996	33265351	-	NC_041734.1	XP_028924517	IQCA1	1.2823305792914
11	9786304	9809327	+	NC_041738.1	XP_028931151	NFRKB	1.45881424642133
13	33373391	33404315	-	NC_041740.1	XP_028933768	PROSER2	0.870963600742865
1	31591952	31595444	+	NC_041728.1	XP_001507710	HSPA2	1.1324003602327
9	51656220	51690879	-	NC_041736.1	XP_028927634	ACTR2	0.933254315458838
17	10979754	10983017	-	NC_041744.1	XP_028938706	SRSF1	0.741310246473544
11	32460571	32465327	+	NC_041738.1	XP_028930255	SS18L2	1.00925286239707
X5	40706253	40709747	-	NC_041753.1	XP_028910510	NDUFB6	1.12719745802436
11	52825593	52964239	-	NC_041738.1	XP_016082988	ARHGEF12	0.855066730167585
X5	8034669	8040451	-	NC_041753.1	XP_028911234	CSNK2B	1.41579377434885
14	44255558	44284784	+	NC_041741.1	XP_028934301	CYTH4	0.552077442658828
2	1193625	1259794	+	NC_041729.1	XP_028914334	CASKIN1	2.74157413718012
5	8539710	8573671	-	NC_041732.1	XP_028921353	ANP32A	1.29717926285471
12	790253	849665	+	NC_041739.1	XP_028932849	FAT1	0.722769802773951
21	2950324	2966999	-	NC_041748.1	XP_028905410	SLC12A5	1.60694128121389
12	51555215	51709310	-	NC_041739.1	XP_028932757	LOC100081375	0.554625723377247
X1	35199501	35205558	+	NC_041749.1	XP_028906361	LOC100084504	1.25314118618586
1	129814197	129855424	+	NC_041728.1	XP_028917872	FYTTD1	1.56675105111205
11	57520428	57526871	+	NC_041738.1	XP_028932065	PNPO	0.933254308924901
18	1554061	1558735	+	NC_041745.1	XP_028938853	LOC114818207	2.25423920599889
12	54544178	54562789	+	NC_041739.1	XP_007658955	LOC100085529	1.10662378410161
7	10437993	10463797	+	NC_041734.1	XP_028924714	LYPLA1	3.19889508612143
11	37908958	37927302	+	NC_041738.1	XP_028931819	IST1	1.02329299542942
3	4565092	4610194	-	NC_041730.1	XP_028917554	B4GALNT4	0.731139087180274
2	21281861	21289640	+	NC_041729.1	XP_028914389	LOC114809211	0.209411245681625
X1	110214419	110217586	-	NC_041749.1	XP_028905595	LOC100084584	1.06414303183842
11	23910415	24050015	-	NC_041738.1	XP_028931738	LONP2	1.33967668986027
1	34031260	34063589	-	NC_041728.1	XP_028932282	LOC100083057	0.778036549692648
4	32816518	32822725	+	NC_041731.1	XP_028918620	LOC100089460	0.984011108878741
5	295840	299616	+	NC_041732.1	XP_028921113	PRODH2	0.977237226748935
14	6413992	6421094	+	NC_041741.1	XP_028934560	FKBP3	0.891250943738816
9	53754878	53935453	+	NC_041736.1	XP_028927808	USP34	1.02801631822556
1	74418420	74448473	-	NC_041728.1	XP_028923246	RAB23	1.21618601942917
3	3690457	3717111	-	NC_041730.1	XP_028915251	TALDO1	1.26765186424056
4	15864487	15882512	-	NC_041731.1	XP_028919803	UPP1	0.719448974744468
13	40556860	40557986	+	NC_041740.1	XP_028933243	ANKRD63	0.687068434236353
X5	2196861	2221442	+	NC_041753.1	XP_028911611	CERS2	0.820351529487823
X5	22323715	22341419	-	NC_041753.1	XP_001507352	LOC100075907	0.935405667470909
10	6551012	6575912	-	NC_041737.1	XP_007667400	SULT1B1	0.901571157123602
1	113848324	113908852	+	NC_041728.1	XP_028913636	GMPS	1.00925288946347
3	74469984	74781419	-	NC_041730.1	XP_028915845	PDZD2	0.977237216258975
16	42882117	42885109	+	NC_041743.1	XP_028936613	LYPLA2	3.03389114342227
14	35659427	35833749	+	NC_041741.1	XP_028934503	CFAP54	1.74582213879159
10	50356808	50461415	-	NC_041737.1	XP_028929069	CNOT4	1.36772881072174
X2	849052	856907	-	NC_041750.1	XP_028908376	FAM167A	0.862978562175429
3	43120394	43140443	-	NC_041730.1	XP_028916828	RCN1	1.06905487176953
10	55240956	55266725	+	NC_041737.1	XP_028928534	VDR	0.928966387637369
2	11507692	11866435	+	NC_041729.1	XP_028913441	RIMBP2	2.48313309970835
3	14975475	14992837	-	NC_041730.1	XP_028916958	STIP1	0.859013526803239
8	40647803	40680212	-	NC_041735.1	XP_028926552	HACL1	0.676082974506713
20	27870574	27931160	+	NC_041747.1	XP_028904219	PICALM	1.16949941170908
X2	8454746	8462635	-	NC_041750.1	XP_028908926	MRI1	0.588843643918225
7	9343950	9347911	+	NC_041734.1	XP_028923993	RPS20	1.71395731954923
5	21195033	21201984	+	NC_041732.1	XP_028922442	MRPS11	1.05438689709786
X5	15433077	15475587	-	NC_041753.1	XP_001507345	REEP5	0.944060884209646
X3	9433758	9479412	-	NC_041751.1	XP_028909669	LOC100089913	0.907820540115489
4	82192540	82248062	-	NC_041731.1	XP_028918648	GPSM2	0.831763768577396
4	8561344	8605720	+	NC_041731.1	XP_028919855	PLEC	2.81838290162377
10	33496779	33845132	+	NC_041737.1	XP_028928697	DOCK4	1.78648759800409
4	82270150	82314516	+	NC_041731.1	XP_028918850	AKNAD1	0.939723315727333
4	29315	69962	+	NC_041731.1	XP_028919971	LOC100085976	1.44543975109501
5	16565451	16573999	-	NC_041732.1	XP_028921008	MESD	1.18850222408951
16	15471652	15485805	+	NC_041743.1	XP_028936835	RGS13	3.67282297727467
6	41814234	41975842	+	NC_041733.1	XP_028923258	PAK3	0.71449634277504
16	42055839	42347173	+	NC_041743.1	XP_028936123	MACF1	1.31522485416192
X4	2439215	2476774	+	NC_041752.1	XP_028910013	CACNA2D4	1.2302687807378
19	5962724	6087867	-	NC_041746.1	XP_028903272	DNAH14	1.04712852883197
X5	6424971	6444470	+	NC_041753.1	XP_028910609	LOC100087885	0.586138158178491
13	10175448	10238524	+	NC_041740.1	XP_028933709	LOC100080281	0.396278037103441
11	14664593	14669512	-	NC_041738.1	XP_028931270	LOC114815087	0.121338886406561
16	45469727	45479874	+	NC_041743.1	XP_028937098	YTHDF2	1.21618600017699
18	6455268	6509427	+	NC_041745.1	XP_028902589	BACE2	1.06169555167779
X5	8155761	8163521	+	NC_041753.1	XP_028911741	DDX39B	1.14551295472741
X5	13373632	13377382	+	NC_041753.1	XP_028910580	ZBTB5	0.849180469489433
X2	2116477	2120814	-	NC_041750.1	XP_028909011	LOC114807406	0.709577764967232
2	161316570	161324631	-	NC_041729.1	XP_028914036	RPL18A	1.04231743593993
8	69793087	69795594	-	NC_041735.1	XP_001505594	GNGT1	1.21338884582404
6	19107331	19170534	-	NC_041733.1	XP_028923664	FLNA	0.981747958426226
X1	111820593	111843941	-	NC_041749.1	XP_007669062	CALR3	0.995405442444925
13	1224674	1305964	-	NC_041740.1	XP_028934062	OBSCN	1.23594744891704
4	42212442	42225617	-	NC_041731.1	XP_028919524	PSMD5	0.961612279085032
6	20905823	20995169	+	NC_041733.1	XP_028922819	WNK3	0.916220494718704
5	74927841	74978750	+	NC_041732.1	XP_028922177	CEP104	1.17760598528057
1	129319717	129378330	+	NC_041728.1	XP_028920058	NGEF	0.674528029703512
19	490777	522662	-	NC_041746.1	XP_028903372	GALNT2	0.419758988512933
4	32796739	32803299	+	NC_041731.1	XP_028918617	LOC100088023	0.799834241279147
1	41115966	41141098	-	NC_041728.1	XP_001505367	SNW1	1.30316675592651
16	9128204	9225022	+	NC_041743.1	XP_028936992	CEP350	0.950604791523361
10	52446831	52459627	+	NC_041737.1	XP_028928685	FAM71E2	0.918332582900933
14	42166381	42417653	-	NC_041741.1	XP_028934489	LARGE1	1.7701089704578
4	95436988	95506850	+	NC_041731.1	XP_028919560	DIPK1A	1.10662380194613
10	7386413	7412576	+	NC_041737.1	XP_007667376	GC	0.676082971257318
7	61379706	61426809	+	NC_041734.1	XP_028924921	TMCC2	0.972747228963955
8	14221832	14225820	-	NC_041735.1	XP_028926986	ATP5F1E	1.17219537184829
16	25997295	26063639	+	NC_041743.1	XP_028936824	PDZD8	1.08893009311736
X1	90126741	90154462	-	NC_041749.1	XP_028906896	COPG1	0.760326286692817
11	59725800	59750970	-	NC_041738.1	XP_028930744	COL1A1	0.790678644370619
10	52713870	52721226	-	NC_041737.1	XP_028930081	PRPF31	1.00000000487267
17	11393951	11400272	-	NC_041744.1	XP_028938157	SEPTIN4	1.13240036935641
7	61030739	61131147	+	NC_041734.1	XP_028924549	NFASC	1.04954242980335
20	6166481	6177260	+	NC_041747.1	XP_028903994	UFM1	0.891250931606898
X5	1107685	1115443	+	NC_041753.1	XP_028911777	CX5H1orf189	1.80301774233898
10	57898275	57904048	+	NC_041737.1	XP_028929801	HNRNPA1	0.737904224181863
2	140116940	140146833	-	NC_041729.1	XP_028902979	NUMA1	1.19674053536872
13	37918413	37948389	-	NC_041740.1	XP_028933059	CHD8	0.309029549085048
19	564004	580700	+	NC_041746.1	XP_028903460	ABCB10	0.548276963261815
1	132328267	132345538	+	NC_041728.1	XP_028925834	ABCF3	0.737904230558417
X5	15237901	15248729	-	NC_041753.1	XP_001506765	NANS	0.920449549012552
16	1765750	1777765	+	NC_041743.1	XP_028936780	GPR156	1.37720946962773
3	72703902	72769375	+	NC_041730.1	XP_028916280	MALT1	0.701455292239838
X4	2117103	2123866	-	NC_041752.1	XP_028910277	SLC25A18	1.00925291030842
5	58378307	58402143	+	NC_041732.1	XP_001516135	RER1	1.13501081327863
3	6419558	6422029	-	NC_041730.1	XP_028917495	CCDC87	1.39315681993024
10	59068663	59081186	-	NC_041737.1	XP_028928775	MYO1A	0.85703785725619
19	4007607	4018346	-	NC_041746.1	XP_028903407	HNRNPU	1.16144860815962
X5	407229	410215	+	NC_041753.1	XP_028910589	SSR2	0.984011107203636
2	24910789	24964277	+	NC_041729.1	XP_028913494	PRPSAP2	1.68655299455846
6	46914934	46920049	-	NC_041733.1	XP_028922926	SNX12	1.39958733765447
9	40522808	40544459	-	NC_041736.1	XP_028927837	CAD	1.27643880652611
6	22080975	22115877	-	NC_041733.1	XP_028923920	LOC100092336	0.699841989154747
14	51647502	51657089	-	NC_041741.1	XP_028935286	UPK3A	1.17489756228484
1	73870336	74287332	-	NC_041728.1	XP_028918133	LOC100073893	1.04472022170413
X1	108843349	108846148	+	NC_041749.1	XP_028907594	NANOS3	0.639734824475326
X1	15919388	16264263	-	NC_041749.1	XP_028906527	PKHD1	1.28528666727984
13	23418539	23462960	+	NC_041740.1	XP_028933363	LAMB1	1.3772094826005
11	37517248	37534226	-	NC_041738.1	XP_028930836	KARS1	1.55955250066649
1	62673944	62773625	-	NC_041728.1	XP_028926640	CDC42BPB	0.731139093010949
11	19822105	19892118	+	NC_041738.1	XP_028931247	IGSF9B	0.769130444685738
2	26188122	26200905	-	NC_041729.1	XP_028913516	FBXL19	1.25314120207705
2	70857862	71013636	+	NC_041729.1	XP_028908120	TIAM2	0.968277867306024
5	30595144	30638616	+	NC_041732.1	XP_028921899	ALDH1A3	0.583445093659615
4	76231142	76251109	+	NC_041731.1	XP_028919409	SLC30A8	1.11686323499773
X1	91544021	91550370	-	NC_041749.1	XP_003430736	ARPC4	1.21338886576461
10	32413121	32442943	+	NC_041737.1	XP_028929044	COQ2	1.16949942279554
11	41631445	41640761	+	NC_041738.1	XP_028931990	SLC22A31	1.21338883851908
11	36884766	36979512	+	NC_041738.1	XP_028931086	ZNRF1	0.64863443413116
X5	1636916	1638505	+	NC_041753.1	XP_028911306	LOC114808060	1.1297959296833
20	9954634	9960083	+	NC_041747.1	XP_028904177	TPT1	1.28233058632698
